path_a,path_b,label_a,label_b,cross_label,phash_hamming,dhash_hamming,ssim,exact_sha_match,passes_pixel_confirmation,is_duplicate_for_grouping
1. Tea algal leaf spot/tea_algal_leaf_spot_00036.jpg,5. Red spider/red_spider_00179.jpg,1. Tea algal leaf spot,5. Red spider,True,60,122,0.85763,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00038.jpg,2. Brown Blight/brown_blight_00187.jpg,1. Tea algal leaf spot,2. Brown Blight,True,64,105,0.77851,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00039.jpg,2. Brown Blight/brown_blight_00370.jpg,1. Tea algal leaf spot,2. Brown Blight,True,62,79,0.63601,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00042.jpg,4. Helopeltis/helopeltis_00342.jpg,1. Tea algal leaf spot,4. Helopeltis,True,64,92,0.79485,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00042.jpg,5. Red spider/red_spider_00454.jpg,1. Tea algal leaf spot,5. Red spider,True,62,94,0.79404,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00054.jpg,3. Gray Blight/gray_blight_00704.jpg,1. Tea algal leaf spot,3. Gray Blight,True,62,62,0.78417,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00055.jpg,2. Brown Blight/brown_blight_00028.jpg,1. Tea algal leaf spot,2. Brown Blight,True,60,68,0.74724,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00055.jpg,2. Brown Blight/brown_blight_00108.jpg,1. Tea algal leaf spot,2. Brown Blight,True,56,97,0.75506,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00055.jpg,2. Brown Blight/brown_blight_00109.jpg,1. Tea algal leaf spot,2. Brown Blight,True,58,92,0.75734,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00055.jpg,7. Healthy leaf/healthy_00234.jpg,1. Tea algal leaf spot,7. Healthy leaf,True,58,70,0.80062,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00055.jpg,7. Healthy leaf/healthy_00642.jpg,1. Tea algal leaf spot,7. Healthy leaf,True,62,77,0.7603,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00056.jpg,7. Healthy leaf/healthy_00239.jpg,1. Tea algal leaf spot,7. Healthy leaf,True,62,81,0.82978,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00057.jpg,1. Tea algal leaf spot/tea_algal_leaf_spot_00183.jpg,1. Tea algal leaf spot,1. Tea algal leaf spot,False,58,115,0.81471,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00057.jpg,3. Gray Blight/gray_blight_00079.jpg,1. Tea algal leaf spot,3. Gray Blight,True,62,85,0.82239,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00057.jpg,3. Gray Blight/gray_blight_00098.jpg,1. Tea algal leaf spot,3. Gray Blight,True,62,77,0.81467,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00057.jpg,3. Gray Blight/gray_blight_00542.jpg,1. Tea algal leaf spot,3. Gray Blight,True,64,97,0.84723,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00057.jpg,4. Helopeltis/helopeltis_00343.jpg,1. Tea algal leaf spot,4. Helopeltis,True,50,89,0.8338,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00057.jpg,4. Helopeltis/helopeltis_00411.jpg,1. Tea algal leaf spot,4. Helopeltis,True,58,113,0.82981,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00057.jpg,5. Red spider/red_spider_00192.jpg,1. Tea algal leaf spot,5. Red spider,True,64,99,0.80927,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00057.jpg,6. Green mirid bug/green_mirid_bug_00190.jpg,1. Tea algal leaf spot,6. Green mirid bug,True,62,92,0.82937,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00057.jpg,6. Green mirid bug/green_mirid_bug_00311.jpg,1. Tea algal leaf spot,6. Green mirid bug,True,50,88,0.8384,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00057.jpg,7. Healthy leaf/healthy_00022.jpg,1. Tea algal leaf spot,7. Healthy leaf,True,50,68,0.83719,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00057.jpg,7. Healthy leaf/healthy_00121.jpg,1. Tea algal leaf spot,7. Healthy leaf,True,58,56,0.85,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00057.jpg,7. Healthy leaf/healthy_00133.jpg,1. Tea algal leaf spot,7. Healthy leaf,True,62,77,0.84084,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00057.jpg,7. Healthy leaf/healthy_00164.jpg,1. Tea algal leaf spot,7. Healthy leaf,True,52,96,0.85248,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00057.jpg,7. Healthy leaf/healthy_00389.jpg,1. Tea algal leaf spot,7. Healthy leaf,True,48,100,0.74825,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00061.jpg,4. Helopeltis/helopeltis_00280.jpg,1. Tea algal leaf spot,4. Helopeltis,True,64,98,0.77173,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00061.jpg,7. Healthy leaf/healthy_00880.jpg,1. Tea algal leaf spot,7. Healthy leaf,True,64,98,0.78485,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00065.jpg,5. Red spider/red_spider_00333.jpg,1. Tea algal leaf spot,5. Red spider,True,62,82,0.76699,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00070.jpg,6. Green mirid bug/green_mirid_bug_00332.jpg,1. Tea algal leaf spot,6. Green mirid bug,True,58,59,0.88993,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00070.jpg,7. Healthy leaf/healthy_00271.jpg,1. Tea algal leaf spot,7. Healthy leaf,True,52,60,0.90347,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00071.jpg,5. Red spider/red_spider_00064.jpg,1. Tea algal leaf spot,5. Red spider,True,64,57,0.90054,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00072.jpg,3. Gray Blight/gray_blight_00060.jpg,1. Tea algal leaf spot,3. Gray Blight,True,64,95,0.88925,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00072.jpg,3. Gray Blight/gray_blight_00179.jpg,1. Tea algal leaf spot,3. Gray Blight,True,50,62,0.89199,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00072.jpg,4. Helopeltis/helopeltis_00360.jpg,1. Tea algal leaf spot,4. Helopeltis,True,64,96,0.87451,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00072.jpg,5. Red spider/red_spider_00068.jpg,1. Tea algal leaf spot,5. Red spider,True,58,64,0.90352,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00072.jpg,5. Red spider/red_spider_00071.jpg,1. Tea algal leaf spot,5. Red spider,True,60,59,0.90003,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00072.jpg,5. Red spider/red_spider_00221.jpg,1. Tea algal leaf spot,5. Red spider,True,64,114,0.86366,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00072.jpg,6. Green mirid bug/green_mirid_bug_00603.jpg,1. Tea algal leaf spot,6. Green mirid bug,True,64,117,0.84896,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00072.jpg,7. Healthy leaf/healthy_00219.jpg,1. Tea algal leaf spot,7. Healthy leaf,True,64,67,0.90956,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00072.jpg,7. Healthy leaf/healthy_00933.jpg,1. Tea algal leaf spot,7. Healthy leaf,True,54,122,0.8768,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00076.jpg,4. Helopeltis/helopeltis_00359.jpg,1. Tea algal leaf spot,4. Helopeltis,True,64,88,0.87627,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00076.jpg,6. Green mirid bug/green_mirid_bug_01138.jpg,1. Tea algal leaf spot,6. Green mirid bug,True,58,97,0.88084,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00080.jpg,3. Gray Blight/gray_blight_01000.jpg,1. Tea algal leaf spot,3. Gray Blight,True,60,83,0.80022,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00082.jpg,6. Green mirid bug/green_mirid_bug_00281.jpg,1. Tea algal leaf spot,6. Green mirid bug,True,52,51,0.93182,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00082.jpg,6. Green mirid bug/green_mirid_bug_00449.jpg,1. Tea algal leaf spot,6. Green mirid bug,True,58,69,0.92742,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00083.jpg,2. Brown Blight/brown_blight_00284.jpg,1. Tea algal leaf spot,2. Brown Blight,True,64,88,0.87115,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00083.jpg,2. Brown Blight/brown_blight_00285.jpg,1. Tea algal leaf spot,2. Brown Blight,True,64,94,0.87344,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00083.jpg,3. Gray Blight/gray_blight_00139.jpg,1. Tea algal leaf spot,3. Gray Blight,True,54,93,0.88016,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00083.jpg,3. Gray Blight/gray_blight_00549.jpg,1. Tea algal leaf spot,3. Gray Blight,True,56,90,0.8701,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00083.jpg,4. Helopeltis/helopeltis_00199.jpg,1. Tea algal leaf spot,4. Helopeltis,True,64,118,0.87027,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00083.jpg,4. Helopeltis/helopeltis_00388.jpg,1. Tea algal leaf spot,4. Helopeltis,True,52,103,0.87959,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00083.jpg,4. Helopeltis/helopeltis_00399.jpg,1. Tea algal leaf spot,4. Helopeltis,True,58,95,0.88811,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00083.jpg,4. Helopeltis/helopeltis_00451.jpg,1. Tea algal leaf spot,4. Helopeltis,True,56,112,0.88081,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00083.jpg,4. Helopeltis/helopeltis_00488.jpg,1. Tea algal leaf spot,4. Helopeltis,True,64,105,0.87268,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00083.jpg,5. Red spider/red_spider_00050.jpg,1. Tea algal leaf spot,5. Red spider,True,48,111,0.86443,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00083.jpg,6. Green mirid bug/green_mirid_bug_00138.jpg,1. Tea algal leaf spot,6. Green mirid bug,True,60,61,0.88839,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00083.jpg,6. Green mirid bug/green_mirid_bug_00232.jpg,1. Tea algal leaf spot,6. Green mirid bug,True,54,65,0.8956,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00083.jpg,6. Green mirid bug/green_mirid_bug_00425.jpg,1. Tea algal leaf spot,6. Green mirid bug,True,52,79,0.89324,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00083.jpg,6. Green mirid bug/green_mirid_bug_00446.jpg,1. Tea algal leaf spot,6. Green mirid bug,True,60,66,0.89543,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00083.jpg,6. Green mirid bug/green_mirid_bug_00593.jpg,1. Tea algal leaf spot,6. Green mirid bug,True,62,112,0.88251,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00083.jpg,7. Healthy leaf/healthy_00127.jpg,1. Tea algal leaf spot,7. Healthy leaf,True,64,118,0.86073,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00083.jpg,7. Healthy leaf/healthy_00780.jpg,1. Tea algal leaf spot,7. Healthy leaf,True,62,100,0.89251,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00083.jpg,7. Healthy leaf/healthy_00930.jpg,1. Tea algal leaf spot,7. Healthy leaf,True,42,119,0.8956,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00084.jpg,3. Gray Blight/gray_blight_00944.jpg,1. Tea algal leaf spot,3. Gray Blight,True,64,94,0.8848,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00084.jpg,4. Helopeltis/helopeltis_00382.jpg,1. Tea algal leaf spot,4. Helopeltis,True,62,105,0.88144,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00084.jpg,4. Helopeltis/helopeltis_00397.jpg,1. Tea algal leaf spot,4. Helopeltis,True,62,105,0.89228,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00084.jpg,4. Helopeltis/helopeltis_00547.jpg,1. Tea algal leaf spot,4. Helopeltis,True,64,96,0.89139,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00084.jpg,5. Red spider/red_spider_00034.jpg,1. Tea algal leaf spot,5. Red spider,True,58,106,0.88045,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00084.jpg,6. Green mirid bug/green_mirid_bug_00162.jpg,1. Tea algal leaf spot,6. Green mirid bug,True,58,71,0.90205,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00084.jpg,6. Green mirid bug/green_mirid_bug_00234.jpg,1. Tea algal leaf spot,6. Green mirid bug,True,64,77,0.88721,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00084.jpg,7. Healthy leaf/healthy_00247.jpg,1. Tea algal leaf spot,7. Healthy leaf,True,60,66,0.92459,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00084.jpg,7. Healthy leaf/healthy_00280.jpg,1. Tea algal leaf spot,7. Healthy leaf,True,58,70,0.91209,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00084.jpg,7. Healthy leaf/healthy_00283.jpg,1. Tea algal leaf spot,7. Healthy leaf,True,62,44,0.9181,False,True,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00084.jpg,7. Healthy leaf/healthy_00930.jpg,1. Tea algal leaf spot,7. Healthy leaf,True,64,118,0.89382,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00099.jpg,1. Tea algal leaf spot/tea_algal_leaf_spot_00100.jpg,1. Tea algal leaf spot,1. Tea algal leaf spot,False,54,51,0.82891,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00101.jpg,1. Tea algal leaf spot/tea_algal_leaf_spot_00102.jpg,1. Tea algal leaf spot,1. Tea algal leaf spot,False,36,39,0.80351,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00106.jpg,4. Helopeltis/helopeltis_00480.jpg,1. Tea algal leaf spot,4. Helopeltis,True,64,56,0.83338,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00106.jpg,6. Green mirid bug/green_mirid_bug_01055.jpg,1. Tea algal leaf spot,6. Green mirid bug,True,64,60,0.79979,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00106.jpg,7. Healthy leaf/healthy_00845.jpg,1. Tea algal leaf spot,7. Healthy leaf,True,52,65,0.82806,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00109.jpg,1. Tea algal leaf spot/tea_algal_leaf_spot_00111.jpg,1. Tea algal leaf spot,1. Tea algal leaf spot,False,62,46,0.84363,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00111.jpg,1. Tea algal leaf spot/tea_algal_leaf_spot_00114.jpg,1. Tea algal leaf spot,1. Tea algal leaf spot,False,48,80,0.83344,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00114.jpg,1. Tea algal leaf spot/tea_algal_leaf_spot_00115.jpg,1. Tea algal leaf spot,1. Tea algal leaf spot,False,40,43,0.83357,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00127.jpg,1. Tea algal leaf spot/tea_algal_leaf_spot_00128.jpg,1. Tea algal leaf spot,1. Tea algal leaf spot,False,46,43,0.76832,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00133.jpg,1. Tea algal leaf spot/tea_algal_leaf_spot_00134.jpg,1. Tea algal leaf spot,1. Tea algal leaf spot,False,24,22,0.66778,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00135.jpg,1. Tea algal leaf spot/tea_algal_leaf_spot_00136.jpg,1. Tea algal leaf spot,1. Tea algal leaf spot,False,24,26,0.78964,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00135.jpg,1. Tea algal leaf spot/tea_algal_leaf_spot_00137.jpg,1. Tea algal leaf spot,1. Tea algal leaf spot,False,34,32,0.77798,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00136.jpg,1. Tea algal leaf spot/tea_algal_leaf_spot_00137.jpg,1. Tea algal leaf spot,1. Tea algal leaf spot,False,10,14,0.94571,False,True,True
1. Tea algal leaf spot/tea_algal_leaf_spot_00138.jpg,1. Tea algal leaf spot/tea_algal_leaf_spot_00139.jpg,1. Tea algal leaf spot,1. Tea algal leaf spot,False,44,42,0.83765,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00141.jpg,7. Healthy leaf/healthy_00808.jpg,1. Tea algal leaf spot,7. Healthy leaf,True,62,113,0.73383,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00143.jpg,3. Gray Blight/gray_blight_00649.jpg,1. Tea algal leaf spot,3. Gray Blight,True,64,79,0.71961,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00144.jpg,1. Tea algal leaf spot/tea_algal_leaf_spot_00145.jpg,1. Tea algal leaf spot,1. Tea algal leaf spot,False,4,9,0.96216,False,True,True
1. Tea algal leaf spot/tea_algal_leaf_spot_00150.jpg,6. Green mirid bug/green_mirid_bug_01164.jpg,1. Tea algal leaf spot,6. Green mirid bug,True,62,92,0.73778,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00156.jpg,1. Tea algal leaf spot/tea_algal_leaf_spot_00177.jpg,1. Tea algal leaf spot,1. Tea algal leaf spot,False,64,77,0.83754,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00156.jpg,4. Helopeltis/helopeltis_00236.jpg,1. Tea algal leaf spot,4. Helopeltis,True,56,79,0.85326,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00156.jpg,4. Helopeltis/helopeltis_00368.jpg,1. Tea algal leaf spot,4. Helopeltis,True,62,66,0.85772,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00156.jpg,6. Green mirid bug/green_mirid_bug_00477.jpg,1. Tea algal leaf spot,6. Green mirid bug,True,64,82,0.83663,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00156.jpg,7. Healthy leaf/healthy_00837.jpg,1. Tea algal leaf spot,7. Healthy leaf,True,44,70,0.8613,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00156.jpg,7. Healthy leaf/healthy_00841.jpg,1. Tea algal leaf spot,7. Healthy leaf,True,62,83,0.83393,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00162.jpg,6. Green mirid bug/green_mirid_bug_00529.jpg,1. Tea algal leaf spot,6. Green mirid bug,True,60,78,0.84116,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00163.jpg,3. Gray Blight/gray_blight_00466.jpg,1. Tea algal leaf spot,3. Gray Blight,True,60,103,0.86212,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00163.jpg,6. Green mirid bug/green_mirid_bug_00770.jpg,1. Tea algal leaf spot,6. Green mirid bug,True,62,120,0.85502,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00164.jpg,4. Helopeltis/helopeltis_00105.jpg,1. Tea algal leaf spot,4. Helopeltis,True,64,100,0.86807,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00165.jpg,3. Gray Blight/gray_blight_00434.jpg,1. Tea algal leaf spot,3. Gray Blight,True,64,103,0.84205,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00165.jpg,5. Red spider/red_spider_00284.jpg,1. Tea algal leaf spot,5. Red spider,True,62,97,0.86535,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00165.jpg,6. Green mirid bug/green_mirid_bug_00532.jpg,1. Tea algal leaf spot,6. Green mirid bug,True,64,71,0.86296,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00165.jpg,6. Green mirid bug/green_mirid_bug_00977.jpg,1. Tea algal leaf spot,6. Green mirid bug,True,64,115,0.86291,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00166.jpg,3. Gray Blight/gray_blight_00588.jpg,1. Tea algal leaf spot,3. Gray Blight,True,60,107,0.7927,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00168.jpg,2. Brown Blight/brown_blight_00036.jpg,1. Tea algal leaf spot,2. Brown Blight,True,60,89,0.78548,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00169.jpg,3. Gray Blight/gray_blight_00194.jpg,1. Tea algal leaf spot,3. Gray Blight,True,64,107,0.83565,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00169.jpg,4. Helopeltis/helopeltis_00228.jpg,1. Tea algal leaf spot,4. Helopeltis,True,52,82,0.84194,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00171.jpg,7. Healthy leaf/healthy_00376.jpg,1. Tea algal leaf spot,7. Healthy leaf,True,62,119,0.67079,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00173.jpg,7. Healthy leaf/healthy_00749.jpg,1. Tea algal leaf spot,7. Healthy leaf,True,60,70,0.84436,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00174.jpg,2. Brown Blight/brown_blight_00286.jpg,1. Tea algal leaf spot,2. Brown Blight,True,44,74,0.84462,False,False,False
1. Tea algal leaf spot/tea_algal_leaf_spot_00174.jpg,3. Gray Blight/gray_blight_00148.jpg,1. Tea algal leaf spot,3. Gray Blight,True,62,110,0.86339,False,False,False
