dataset_version,relative_path,class_folder_raw,normalized_class,filename,extension,detected_format,mime_type,sha256,size_bytes,width,height,aspect_ratio,megapixels,color_mode,decode_ok,corruption_status,truncated,has_exif,exif_make,exif_model,exif_orientation,exif_datetime,exif_software,icc_profile,jpeg_quality_estimate,is_progressive,mean_brightness,std_contrast,laplacian_var_blur,sharpness_flag,phash16,dhash16,ahash8,whash8,colorhash
v3_local_archive,1. Tea algal leaf spot/tea_algal_leaf_spot_00011.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,tea_algal_leaf_spot_00011.jpg,.jpg,JPEG,image/jpeg,04da42a3be8a0eb81f5f81aae342a812134d5dafec1154f42e4518b5329ef0b4,314331,1200,1594,0.752823,1.9128,RGB,True,ok,False,True,Xiaomi,23053RN02A,1,2024:06:07 15:23:24,MediaTek Camera Application,False,,False,199.943,48.339,91.867,blurry,b261cc21cf9e31cc3ce8b3363307ce39cf1938c68ce4338ec666c7393339cce1,c8ae80a6c2a3a17385b7c1dbe3fda7eee56fe5efe3f7f1f7e99f664fe0e7e066,ffffc7c7c7c7efff,ffffc34141414147,06040007000
v3_local_archive,1. Tea algal leaf spot/tea_algal_leaf_spot_00012.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,tea_algal_leaf_spot_00012.jpg,.jpg,JPEG,image/jpeg,5ed1719f0fce149c090c1f5cff3eb28323a70cdfeb1d846e6a6a990746c76619,306581,1200,1594,0.752823,1.9128,RGB,True,ok,False,True,Xiaomi,23053RN02A,1,2024:06:07 15:27:44,MediaTek Camera Application,False,,False,199.216,58.247,120.61,soft,b3c39b26cf3c649b3cc1986c338e99a6673967199c63e63118c6c8c7271c99ce,846b8355868f88cf01df83d783fea36aa57fc3f7d3ffe9ffe53fe2dde06de4ee,ffefc7c7c3c3ffff,ffe7c38141416363,06180001000
v3_local_archive,1. Tea algal leaf spot/tea_algal_leaf_spot_00013.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,tea_algal_leaf_spot_00013.jpg,.jpg,JPEG,image/jpeg,dea7648f54fe0acc1bd64987fcd45747fe2581d1dbbb1412b1c2eddbc3def621,210407,1200,1594,0.752823,1.9128,RGB,True,ok,False,True,Xiaomi,23053RN02A,1,2024:06:07 15:27:57,MediaTek Camera Application,False,,False,196.58,44.014,59.615,blurry,b306ccf1cc3933cc30c7f332cd18ccc133e498ce33333339ccf331e6ccce3331,80c7883349660c47063e81bf81df12fe93eb13eb83ff81f781f780f7826f80b7,ffffefc7c7c7e7ff,ffffc381818181c3,071c0001000
v3_local_archive,1. Tea algal leaf spot/tea_algal_leaf_spot_00014.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,tea_algal_leaf_spot_00014.jpg,.jpg,JPEG,image/jpeg,98b5fa7f3a4cadd8c8b8bec4f9e6c2e2d5a238b6cdc7ea5329f756dee8cb9037,204346,1200,904,1.327434,1.0848,RGB,True,ok,False,True,Xiaomi,23053RN02A,1,2024:06:07 15:33:13,MediaTek Camera Application,False,,False,186.536,50.013,164.364,soft,b5d05550c14f574b3da0c1a8f02b1e8a8fa4f12d6c1fcfb133fd1e4dcb0161f4,8178807481ee887e81ff85fe817b13fb36ff877743ef31df0c7f10e710ef80cf,feffc78303c7ffff,fec60303030787ff,064c0001000
v3_local_archive,1. Tea algal leaf spot/tea_algal_leaf_spot_00015.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,tea_algal_leaf_spot_00015.jpg,.jpg,JPEG,image/jpeg,3d7f28062d6eed0b12391aba156dfe92dd43fe376b803e9fb3f28edb132699ad,224830,1200,904,1.327434,1.0848,RGB,True,ok,False,True,Xiaomi,23053RN02A,1,2024:06:07 15:33:17,MediaTek Camera Application,False,,False,186.019,42.571,95.935,blurry,bdbc2483c043db7c3ff46c83f018937b87e3cd84380636df20f8f920cf258c9b,969ea53b805f8e3fa1ff01ff0f3b3fdf39760bef839e907f25ff21fe83fe84fe,ffff830307cfffff,ff0303030303cfff,062c0009000
v3_local_archive,1. Tea algal leaf spot/tea_algal_leaf_spot_00016.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,tea_algal_leaf_spot_00016.jpg,.jpg,JPEG,image/jpeg,9ec83922bda6211ae9bf69fcf13da487b043879fa11f6fa882fe554207ba7446,214995,1200,904,1.327434,1.0848,RGB,True,ok,False,True,Xiaomi,23053RN02A,1,2024:06:07 15:41:00,MediaTek Camera Application,False,,False,198.983,54.978,181.083,soft,e162a7e4969dda18797a61e36785361c9e58cb6999e18ca7259e339866786629,00160073203a244a0872123a264d01ae458e024e007f007f007c0078003a8402,ffffe3c1c1e3ffff,fff7c0c080c0c0ff,076c0000000
v3_local_archive,1. Tea algal leaf spot/tea_algal_leaf_spot_00017.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,tea_algal_leaf_spot_00017.jpg,.jpg,JPEG,image/jpeg,cea0a71b0730f344dfa500e14b6b5b3ceab82921ae49b5e833af26feb4c0bf90,164685,1200,904,1.327434,1.0848,RGB,True,ok,False,True,Xiaomi,23053RN02A,1,2024:06:07 15:42:34,MediaTek Camera Application,False,,False,191.49,36.334,84.965,blurry,b27d3653cd82cd90307d365fc383c1e01c7cce1f638331e03c7ccf9fc7834c60,88bea8bea0f4a0f381ff01fb86ef49eb07ff21ff8b3f32ff337f63ffc3ff83ff,ffff878787ffffff,ff070707070707cf,07380001000
v3_local_archive,1. Tea algal leaf spot/tea_algal_leaf_spot_00018.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,tea_algal_leaf_spot_00018.jpg,.jpg,JPEG,image/jpeg,bbb609f340fb2ab5675bf638a2c2fefd3ed6581960e4ad479fbdc26a7fcf4164,194321,1200,904,1.327434,1.0848,RGB,True,ok,False,True,Xiaomi,23053RN02A,1,2024:06:07 15:42:53,MediaTek Camera Application,False,,False,185.047,45.054,81.952,blurry,b42dddcccb5076323d2dc94dc2d034349d2fc35370f09c0c9b4b63f3dcb4360d,869e925ca071e1fbe2be837dc37b869d8a5d007bb0f78ccf04ff0cff98efd0cf,ffffc78383c7ffff,ff0f0301030397ff,07480002000
v3_local_archive,1. Tea algal leaf spot/tea_algal_leaf_spot_00019.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,tea_algal_leaf_spot_00019.jpg,.jpg,JPEG,image/jpeg,ccfb3cf1713bab1a61162936c4892bf1def8189cbf68efeaab950200ac89b966,187886,1200,904,1.327434,1.0848,RGB,True,ok,False,True,Xiaomi,23053RN02A,1,2024:06:07 15:43:00,MediaTek Camera Application,False,,False,192.893,40.055,99.259,blurry,bca39294c2482d313dadf2d2d073cdac0f9c3613700ecb6d87f0bc963a4d3379,a16393d7b7dbbe97897fa2df86ff1d3b35df07dd04fb30cf333f63be833f023e,ffffff8303c7ffff,071fc70301036fff,062c0002000
v3_local_archive,1. Tea algal leaf spot/tea_algal_leaf_spot_00020.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,tea_algal_leaf_spot_00020.jpg,.jpg,JPEG,image/jpeg,790b648f5cce42be57d10531e295c52f4cbc4a6c6c32b98abd000c028e345a19,198077,1200,904,1.327434,1.0848,RGB,True,ok,False,True,Xiaomi,23053RN02A,1,2024:06:07 15:44:41,MediaTek Camera Application,False,,False,198.141,41.905,127.298,soft,b6515555c1751d553651c774d17d1c03c7c0717e326fcf81c9b03c6ece0b31f0,90d281ce83be81fb83ff81fe80ff187711378fff43df313f26ff63ff43be867e,ffffc78383cfffff,fe07070303070fff,07580001000
v3_local_archive,1. Tea algal leaf spot/tea_algal_leaf_spot_00021.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,tea_algal_leaf_spot_00021.jpg,.jpg,JPEG,image/jpeg,bba4fa256a54be5d827ccf76628c38aad956dc4249fb9a78e9ffdf24d58d8e2c,188332,1200,904,1.327434,1.0848,RGB,True,ok,False,True,Xiaomi,23053RN02A,1,2024:06:07 15:44:50,MediaTek Camera Application,False,,False,191.441,34.912,80.599,blurry,b4555555cf55755534d4d975c30d649a2cb0b365f34dccb2cc3432c932c9c936,90ce83ba9f26be66e2fe89bf81ff077f053b80ff18db773be17a93be83fe81fc,ffffff8383e7ffff,061f470303077fef,073c0000000
v3_local_archive,1. Tea algal leaf spot/tea_algal_leaf_spot_00022.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,tea_algal_leaf_spot_00022.jpg,.jpg,JPEG,image/jpeg,1bb07013ca92ed2afa6217d4bd46e5f7a6c2cdb486e9de56ac6c12001fcc2007,168039,1200,904,1.327434,1.0848,RGB,True,ok,False,True,Xiaomi,23053RN02A,1,2024:06:07 15:45:01,MediaTek Camera Application,False,,False,194.923,35.064,70.623,blurry,b5555555cd14746a30cacbaacb2a34ea4c9ad32732edccd8c32633c79cb8cd32,8e3c8ebc48a261e641fac0f381f781f70237827f90ff0dbf19ffd19f813e813e,fefeffc7c3c7ffff,3e06070303873fff,07780000000
v3_local_archive,1. Tea algal leaf spot/tea_algal_leaf_spot_00023.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,tea_algal_leaf_spot_00023.jpg,.jpg,JPEG,image/jpeg,24c2da4a4122aed63e0fc212909b90761ba79a03f6909a6527fd6beebbc9a7db,190569,1200,904,1.327434,1.0848,RGB,True,ok,False,True,Xiaomi,23053RN02A,1,2024:06:07 15:45:08,MediaTek Camera Application,False,,False,189.113,35.24,64.201,blurry,b0844617cf29196f34f2669acb0d98692cf26596330c966dccf17997664f6659,94b289f38bef9adae337e8ebc0fb23bf467f81ff11bfb67fa3bf833f223f873f,ffffefc383efffff,070f470303075fff,073c0001000
v3_local_archive,1. Tea algal leaf spot/tea_algal_leaf_spot_00024.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,tea_algal_leaf_spot_00024.jpg,.jpg,JPEG,image/jpeg,eaed4db0938b1439abcefdf2cf76519eb53016b340eac203a7daeb95b52bf9a1,196371,1200,904,1.327434,1.0848,RGB,True,ok,False,True,Xiaomi,23053RN02A,1,2024:06:07 15:49:04,MediaTek Camera Application,False,,False,201.508,61.947,184.457,soft,e87bced6978438797a1ec780a5e99a1fda8661e12d5a869e54a19878a34665ad,003601320239006483ce083a003e06c70387012f003c9072c4c4803810c25082,fffff3c181c3ffff,ffffe0c080c0e0ec,063c0001000
v3_local_archive,1. Tea algal leaf spot/tea_algal_leaf_spot_00025.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,tea_algal_leaf_spot_00025.jpg,.jpg,JPEG,image/jpeg,ae0c8c5f64082a266d504aee6cdecfcf5e863ccf9a9057560e97fa09f08c6d7c,219311,1200,904,1.327434,1.0848,RGB,True,ok,False,True,Xiaomi,23053RN02A,1,2024:06:07 15:49:12,MediaTek Camera Application,False,,False,197.893,52.651,151.367,soft,bc553a55c2fac12f2f070ff5b0b8f42acb4583f52c2dec0a92d232f50b6dcb02,906701de87d09e16e1e387fb1b1f1d079a0ec27da1f219ce333fe33d821fa33f,ffffc70181c7ffff,c71f03010103ffff,061c0000000
v3_local_archive,1. Tea algal leaf spot/tea_algal_leaf_spot_00026.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,tea_algal_leaf_spot_00026.jpg,.jpg,JPEG,image/jpeg,fad32900d30e76cb22b2b0accf1b07a85b52c9a0d32d1d771218dd3d6e6174d7,292441,1200,1594,0.752823,1.9128,RGB,True,ok,False,True,Xiaomi,23053RN02A,1,2024:06:07 15:53:49,MediaTek Camera Application,False,,False,205.665,44.185,92.815,blurry,a648d931992764da359a3265d993c9b664d97999326699b399368cd94f1d3664,8c0e902b840f80478127a4d380ea88688074807600764076606e20dd03ad81ce,ffffefc7c3c3e7ff,ffffe78303010303,073c0001000
v3_local_archive,1. Tea algal leaf spot/tea_algal_leaf_spot_00027.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,tea_algal_leaf_spot_00027.jpg,.jpg,JPEG,image/jpeg,18c255f772653280c2666610027e89bc8cfd3ad6e29a635c990bd7c9e41ee398,177598,1200,904,1.327434,1.0848,RGB,True,ok,False,True,Xiaomi,23053RN02A,1,2024:06:07 16:03:13,MediaTek Camera Application,False,,False,199.241,56.343,117.488,soft,eb1c825694e361296b946a76a56b944a9a85eaad635a495ac4e794ad9bdc6a56,0c26981f183e101f0332041c088e10071107090e043d031f005f047f083d101a,fffff3e1c1e1ffff,ffffe0c0c0c0c1e1,06040006000
v3_local_archive,1. Tea algal leaf spot/tea_algal_leaf_spot_00028.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,tea_algal_leaf_spot_00028.jpg,.jpg,JPEG,image/jpeg,7a68f4711d61e1d6a0950c81a6f5ad28e8c46d9fef1fef610f43f77da6deb93f,301066,1200,1594,0.752823,1.9128,RGB,True,ok,False,True,Xiaomi,23053RN02A,1,2024:06:07 16:17:03,MediaTek Camera Application,False,,False,202.719,48.075,104.041,soft,a69e9b679b61249a2c96a649364999274d9a6c9a92696669c9b6936732dbcd92,c9ffc8f7c06bb33f949388eb807e0237823f807f81378177816b269f00b780d6,ffffe7c3c3c3e7ff,ffffc703010303c3,072c0003000
v3_local_archive,1. Tea algal leaf spot/tea_algal_leaf_spot_00029.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,tea_algal_leaf_spot_00029.jpg,.jpg,JPEG,image/jpeg,9a4d558de6aab77d665a73ffd376c82cf03705cfa0fe706605f3a6e77cd5372b,166243,1200,904,1.327434,1.0848,RGB,True,ok,False,True,Xiaomi,23053RN02A,1,2024:06:07 16:19:01,MediaTek Camera Application,False,,False,207.403,64.155,148.261,soft,ea1e879485e1386b7a1be79025749e5e928b18e3cf55e79434a83e8f2257c970,000000000030040308f329dc59f745b34987498f04df01ff113a020001020004,ffffe3c080c1ffff,ffffe3808080e0f8,061c0001000
v3_local_archive,1. Tea algal leaf spot/tea_algal_leaf_spot_00030.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,tea_algal_leaf_spot_00030.jpg,.jpg,JPEG,image/jpeg,92d9d513d0eaed32cf71ccceae81c5b12bb00e22a610952b32ca8d144243b96c,209621,1200,904,1.327434,1.0848,RGB,True,ok,False,True,Xiaomi,23053RN02A,1,2024:06:07 16:19:18,MediaTek Camera Application,False,,False,198.6,57.746,148.121,soft,e9d19db6972e635968f2852c850f1ab072a16d4a8d5694b933abba46e45d4da9,99b2101a021801280063019b101e2257a1970077002e003c00fc01f003008602,ffffffc1c0e1ffff,ffffe1c0c0c0c0e8,06480009000
v3_local_archive,1. Tea algal leaf spot/tea_algal_leaf_spot_00031.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,tea_algal_leaf_spot_00031.jpg,.jpg,JPEG,image/jpeg,92e99db5baf7448f5a71520a8453c911aa33e54c389fe9c8c355f835fe5eded1,167623,1200,904,1.327434,1.0848,RGB,True,ok,False,True,Xiaomi,23053RN02A,1,2024:06:07 16:19:22,MediaTek Camera Application,False,,False,199.917,47.448,102.993,soft,e85b965b95a568a46a5a85c36de91abe813665523e0b9cadc1d03b564e2fe469,04c6006108a3042600ce023a003c2076003f01c7202f001c03f2062004040c06,ffffffe180c1ffff,fffff0c080c0c0f8,06380001000
v3_local_archive,1. Tea algal leaf spot/tea_algal_leaf_spot_00032.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,tea_algal_leaf_spot_00032.jpg,.jpg,JPEG,image/jpeg,989a2fb0dcd978deff396aa4ec411e96a92d59be7be7b4e9a30c7d441119f744,132703,1200,904,1.327434,1.0848,RGB,True,ok,False,True,Xiaomi,23053RN02A,1,2024:06:07 16:21:19,MediaTek Camera Application,False,,False,201.169,45.156,82.015,blurry,b6413651c1f5c9353e0126d1d17d3165cf81cdd0783f326d67c011f0df17ce0f,906a95ff91ff8f7fa1ffc1ff8c771d370effc3de23be1cff017f0a7f84ff82fe,ffffc70387cfffff,ff0f0703030307ff,076c0000000
v3_local_archive,1. Tea algal leaf spot/tea_algal_leaf_spot_00033.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,tea_algal_leaf_spot_00033.jpg,.jpg,JPEG,image/jpeg,9b21843a7ff7cd05c97baf8903cbd151f04a39eeb775bc6892b79bd84f5be5ed,278061,1200,1594,0.752823,1.9128,RGB,True,ok,False,True,Xiaomi,23053RN02A,1,2024:06:07 16:31:40,MediaTek Camera Application,False,,False,196.25,56.363,144.336,soft,b24dd99bcd36364d18d3676c338dce66233098c7cce3999918ce7339664c3263,65dc64de6b2ee4de60efe16f036e256e246e026f126f116ea4dc7657f076f9b7,ffffe7c7c7c7e7ff,ffff470303030707,06380001000
v3_local_archive,1. Tea algal leaf spot/tea_algal_leaf_spot_00034.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,tea_algal_leaf_spot_00034.jpg,.jpg,JPEG,image/jpeg,437d4b42e01668d214cce6aa23838a436f3c28cfd19ab6da59e4011e07087970,162736,1200,904,1.327434,1.0848,RGB,True,ok,False,True,Xiaomi,23053RN02A,1,2024:06:07 16:34:02,MediaTek Camera Application,False,,False,194.105,31.201,58.266,blurry,b27d765dcd82c3a2327c3e5dcb83c1a23c4c4e1d731371e0ccf8cc9f36073464,804780da81ba81f303fb01ff04ff097f01ff11ff297e60ffc1ff83ff03ff03ff,ffff878787ffffff,e10707030307efff,07580000000
v3_local_archive,1. Tea algal leaf spot/tea_algal_leaf_spot_00035.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,tea_algal_leaf_spot_00035.jpg,.jpg,JPEG,image/jpeg,9b816fbb749cff7186a3dd5966ad6a9b6f7f7181d6918c470feacd7bc7018316,169309,1200,904,1.327434,1.0848,RGB,True,ok,False,True,Xiaomi,23053RN02A,1,2024:06:07 16:34:12,MediaTek Camera Application,False,,False,179.337,33.789,52.593,blurry,b2090eaccdb6990f364dc0f0c9b21f07264df0fa31b6cf03cec9307c3376c7c3,8a3b897f886f00ff82ff9b3f81ff04ff98ef01dfa3bf485fa35b87bf02ff80f6,ffffcf0787cfffff,4f0303030383ffff,07180002000
v3_local_archive,1. Tea algal leaf spot/tea_algal_leaf_spot_00036.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,tea_algal_leaf_spot_00036.jpg,.jpg,JPEG,image/jpeg,b0dff0b25bd408d704f09b252a25e7aa2764a1e52582f5d7b4fb20af5f2e419b,243774,1200,1594,0.752823,1.9128,RGB,True,ok,False,True,Xiaomi,23053RN02A,1,2024:06:07 16:34:26,MediaTek Camera Application,False,,False,188.361,34.029,39.497,blurry,a649a64c99a699b224d96cd9b3653266cc9699b230ccccc973333666ccce9bb3,83f780ef817fa2fa80dfc06f817f8037807fc06e20de019e02230c2d1036103e,ffffe7c3c3e7ffff,ffffc38103c18183,07180000000
v3_local_archive,1. Tea algal leaf spot/tea_algal_leaf_spot_00037.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,tea_algal_leaf_spot_00037.jpg,.jpg,JPEG,image/jpeg,35dc92f3591857a7ff0a8721ee90960a459bc77faddf016b87877ccd07a20572,201608,1200,904,1.327434,1.0848,RGB,True,ok,False,True,Xiaomi,23053RN02A,1,2024:06:07 16:34:52,MediaTek Camera Application,False,,False,191.587,47.671,150.472,soft,ac32398d93cdc6726c1619c5a7a1e43a984a1bc365b4cc3c3a5b6387dbe49c79,a0f6807e007f01ff01ff00bf009f942ecc7dac7f94f7b3cee07e907ea05e8cde,ffe7838183e7ffff,c703010181e3ffff,073c0000000
v3_local_archive,1. Tea algal leaf spot/tea_algal_leaf_spot_00038.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,tea_algal_leaf_spot_00038.jpg,.jpg,JPEG,image/jpeg,ffc2671f0f360cace18170a13fbadef903fd1795d6a4165a0ea0cdfcde525602,193941,1200,904,1.327434,1.0848,RGB,True,ok,False,True,Xiaomi,23053RN02A,1,2024:06:07 16:35:26,MediaTek Camera Application,False,,False,190.912,47.905,115.279,soft,e16a96b59695694a696ba4a5e6969a5a9c6965a53196961a6669db619ce46d86,0036003a0073003b04ca00f6121a240d018d0386006f003f019c0078007a007e,ffffe7c1c1c1ffff,ffffc0c180c0c0e7,07580000000
