relative_path,class_folder_raw,normalized_class,group_id,sha256
1. Tea algal leaf spot/tea_algal_leaf_spot_00040.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00083,b469c9cf2903930723a5aa2b16fb68366c2058b8c662a9db5ac0bf16c8509be7
1. Tea algal leaf spot/tea_algal_leaf_spot_00042.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00085,e341023290cbaef0a4e681a8dc64162886c5a921b826bc5af4dd23e9baeb3463
1. Tea algal leaf spot/tea_algal_leaf_spot_00043.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00086,d302da8fa91af090ddba8262fb034fbfe0d32f425fe5bea5715002a4f66a5d7b
1. Tea algal leaf spot/tea_algal_leaf_spot_00044.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00087,b6c47db228220a28fbf5c2febb130abd3e48b2318be84fe9286067529f45e6d0
1. Tea algal leaf spot/tea_algal_leaf_spot_00046.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00089,eb381f0f3cac53230d7e39f744e31e851c9f57c4441116364d4487c2fd054ca0
1. Tea algal leaf spot/tea_algal_leaf_spot_00047.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00090,659310ad7e412b58e48366c0eafcf1e37ce1dfc4117b8718ba0082b06815d9ff
1. Tea algal leaf spot/tea_algal_leaf_spot_00049.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00092,94799e9900e5c4fce2650bab1b01dd9b0187244102a7559ed784e41887fbe1df
1. Tea algal leaf spot/tea_algal_leaf_spot_00051.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00094,ec13527ba92c82ac9450fda23e36ea513a7c3b0f5634716668401bc5ef120dfe
1. Tea algal leaf spot/tea_algal_leaf_spot_00054.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00097,4ac6b7b034e65f8d2a79f0a00e80547b726c50b4ddbfd43e3adddfa738fa555c
1. Tea algal leaf spot/tea_algal_leaf_spot_00055.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00098,e52378d404437d6a7179ee967d2de437fd67a32498d4d4eba594f919f535017e
1. Tea algal leaf spot/tea_algal_leaf_spot_00056.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00099,800e9d8b1dd01d43b1ccfec6599176fae821591baaa8072eae8e1a6a98c2f170
1. Tea algal leaf spot/tea_algal_leaf_spot_00057.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00100,b8e951982b9bdf728f1a585df9042eeb8feaea311efe61e2ecf8e6c45ebfcffb
1. Tea algal leaf spot/tea_algal_leaf_spot_00059.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00102,d07eb295b011aab9877a396ff0578515bae15c91e1afab7764b23e244eb446ec
1. Tea algal leaf spot/tea_algal_leaf_spot_00060.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00103,da1fee65ad2df8c5a2de6d07188aafbe490952a09085eb33b29ee38b3d51fcad
1. Tea algal leaf spot/tea_algal_leaf_spot_00061.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00104,65a814af7f8d9dd937c62de4385b923a7eee85dddd847bed9dba4e68ff2028fe
1. Tea algal leaf spot/tea_algal_leaf_spot_00062.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00105,f939b519324133834fac1486598453cfd6015670c7b8b7fa440bd8c5aa7b855b
1. Tea algal leaf spot/tea_algal_leaf_spot_00063.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00106,5521cab5e92426b06ec7570ce56bf9509d1eefbcdad202cce54b00ddaab73d2e
1. Tea algal leaf spot/tea_algal_leaf_spot_00065.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00108,ae51270e016d6437c85e60c03410ad636eddd379b0796fc66f83828eb16dd51f
1. Tea algal leaf spot/tea_algal_leaf_spot_00066.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00109,46a4152b9a007fcb267c8887b7dfffe69605297cb1cc05d598f135d118d81ef2
1. Tea algal leaf spot/tea_algal_leaf_spot_00067.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00110,d3aeca57348dbce32d74f5cb32a51c520d8ef8df968d259836e415db98d4cc62
1. Tea algal leaf spot/tea_algal_leaf_spot_00068.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00111,ef298b6fdbbe8f23066def25287dd4d819806a7e41a6abd5cdebed39add8fbe4
1. Tea algal leaf spot/tea_algal_leaf_spot_00069.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00112,79066d8b724804b06fa771dad7945dc24f55f621bf077b3bb70e9a558e517c40
1. Tea algal leaf spot/tea_algal_leaf_spot_00070.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00113,fd8d151598a379c7438b610bb3ced97437e1bd68f193c8ac39b8761c2acd6b2f
1. Tea algal leaf spot/tea_algal_leaf_spot_00073.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00116,85f3180f4a7a967f9668057b720e16bb5eb050662dfb6981bcda24a07fadd7cd
1. Tea algal leaf spot/tea_algal_leaf_spot_00075.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00118,7e8b6774c947a1300544f7d5a3abb2d3db1efaadd4e9505c3cc5585caeb6fb04
1. Tea algal leaf spot/tea_algal_leaf_spot_00076.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00119,7a97d41057746a0002a751e2dea4501b698eab51641d4f6ab4cd96a189c54ae3
1. Tea algal leaf spot/tea_algal_leaf_spot_00077.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00120,a8b19990b205b92ddf846a727bfc8237112f3d2c4e271d6862e785d93e1914ac
1. Tea algal leaf spot/tea_algal_leaf_spot_00078.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00121,586c6dd257fdc5fe07eaf01c490f4fc075e7faf63467136b95c25ac62031f6e2
1. Tea algal leaf spot/tea_algal_leaf_spot_00079.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00122,0f08b3c24fbe58a6c8a09efd49047838a7afb045c864951d2c1e862fa7c41f79
1. Tea algal leaf spot/tea_algal_leaf_spot_00081.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00124,cb6a9bfa74b9c032446fa005ba414376405ae00a570e6adaa877223241487ba1
1. Tea algal leaf spot/tea_algal_leaf_spot_00083.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00126,756ec87de98b0dc33c5b2a96b2d15b0792a181c7c412be9807e4ad7fe4c78a94
1. Tea algal leaf spot/tea_algal_leaf_spot_00085.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00128,7189ce96e71bc9cccad74b47cb134e7120f6b9e3676df43b8f2a23a99e77f359
1. Tea algal leaf spot/tea_algal_leaf_spot_00086.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00129,fd62184fa3b839c7a660d2f5fd0a15504ae6e39b417b879c4e672e49b0cefc39
1. Tea algal leaf spot/tea_algal_leaf_spot_00087.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00130,7106587ac905e362ebff84489df694ac4ec534d8b0ddfd48b26929f1a4323dce
1. Tea algal leaf spot/tea_algal_leaf_spot_00089.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00132,85b46876f825f00e9687b18d91c1824b72813f5ca45ce17406772dc8661c2b0a
1. Tea algal leaf spot/tea_algal_leaf_spot_00090.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00133,72d4b8b236b3538d63318eb348fcce0f29e82a29977dada4df67e18d7bb0051e
1. Tea algal leaf spot/tea_algal_leaf_spot_00091.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00134,ecffe2076bcb433e8ce4b9d83c5f0a0026577e246f666a50f5710480ed5569dc
1. Tea algal leaf spot/tea_algal_leaf_spot_00092.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00135,895f4eb2f6415e8d07391cc4672a0b7ec1a3a362b45629459e6e3a44bf57b8ab
1. Tea algal leaf spot/tea_algal_leaf_spot_00093.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00136,ac7c9f3d87fddf85f751eafb53216b45dfc6a9dce75e83836eab68ef3a6a74b3
1. Tea algal leaf spot/tea_algal_leaf_spot_00094.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00137,4d6402c101b3e1ab1a39f8cb9724c0a35513caafb7c36dd9ec458125ec774905
1. Tea algal leaf spot/tea_algal_leaf_spot_00095.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00138,4d31e1e9a85921a74ce5dfde0f96130ec61b8a899a02c7def0c2c2efa95cc13e
1. Tea algal leaf spot/tea_algal_leaf_spot_00096.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00139,b6089f809f597ce54a5bc3ff00252cb906a3d2a0a665a2c894ef52f2a9f626f5
1. Tea algal leaf spot/tea_algal_leaf_spot_00097.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00140,0552eaf033cd33d6a24080e8b0bb707082c073e2ac35a8005bdbda4979d3d26b
1. Tea algal leaf spot/tea_algal_leaf_spot_00098.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00141,a4ec96a56280ad7a5bfc01924eb5c93e40371ff62d86811ae3b57a92c5bceef8
1. Tea algal leaf spot/tea_algal_leaf_spot_00100.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00143,451a0f6cd1244b2229bd2118416343abcf818c39b8ca03816da92850bf5dc139
1. Tea algal leaf spot/tea_algal_leaf_spot_00101.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00144,9dca547d9e156e51611cf0dcec5fb9d6873f48b0a74124b6e9b1a17e36e9b2f3
1. Tea algal leaf spot/tea_algal_leaf_spot_00103.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00146,0a5161904649579522fd6bc71c2941eea54ad1cd1d6fdaa4fe3ff41e6512b02f
1. Tea algal leaf spot/tea_algal_leaf_spot_00104.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00147,75182d7062099c4e60e4c2396b9c4de00a9a19141e79963f0399679642db6bee
1. Tea algal leaf spot/tea_algal_leaf_spot_00105.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00148,670a597850ec51d709fb49447c802752a0f8b91bcc61e643cfd59bba22767d05
1. Tea algal leaf spot/tea_algal_leaf_spot_00106.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00149,b70ee9b072b23981c20ceee36a72e6ed749d5e2cb5ab75da94ea0e44e44e6d71
1. Tea algal leaf spot/tea_algal_leaf_spot_00107.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00150,4f12713f09d70290928e4cc6a3568bcf626f65b12bf1b0b64579b620c133cb3d
1. Tea algal leaf spot/tea_algal_leaf_spot_00110.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00153,c857bb3682b00506d4b549251dcadb5a9a614adf76223355ed75c3fef09d1447
1. Tea algal leaf spot/tea_algal_leaf_spot_00114.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00157,3c1b472ee4821a8ef064e9d1ea8447975015e5d157f321c6bbc63db58d3b2d40
1. Tea algal leaf spot/tea_algal_leaf_spot_00116.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00159,13ab3f4267d279c56ac227daf917245ce5da09159b8c2cc5c709c5e659487138
1. Tea algal leaf spot/tea_algal_leaf_spot_00119.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00162,8ba974335bd8bf17174a130437c4e08cad8dda0bc753b4a5542c3f3bb7669430
1. Tea algal leaf spot/tea_algal_leaf_spot_00121.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00164,aa21f82a117d4a91df9f22b3df7e42fea97cd729c0586fd4b271e3e5e339e7dd
1. Tea algal leaf spot/tea_algal_leaf_spot_00122.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00165,42b50724f97848c9b8dd326e438cdba3bd026963be8dd9b92f60f3a1497e2e52
1. Tea algal leaf spot/tea_algal_leaf_spot_00123.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00166,9fb3dd268567085345b6a89860bc415dceeb520ba5ea8e2db29af11be242414d
1. Tea algal leaf spot/tea_algal_leaf_spot_00124.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00167,3cdeea45884a3df40f4620898f1acda1fda26f1c44f215af06cc4fc455359797
1. Tea algal leaf spot/tea_algal_leaf_spot_00125.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00168,3a033c1cf1ad17c880aff87f5974a6970fa5c5b0938e9acf07533c6bbb92b656
1. Tea algal leaf spot/tea_algal_leaf_spot_00128.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00171,ae235e95f65956db0273cf9048f621638753842921ff45da83f69ade5a4d5986
1. Tea algal leaf spot/tea_algal_leaf_spot_00129.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00172,8bfc1b61ec9c37d757357c372f927e27b70b3f26d542fda100b473494da8e63d
1. Tea algal leaf spot/tea_algal_leaf_spot_00130.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00173,910737cb93b1ce631d264ad495144a9288526fefe779d8eb5b8460da12f905c5
1. Tea algal leaf spot/tea_algal_leaf_spot_00131.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00174,9b238b14df228bbfa9d8ccca185a6773934edd4cbfa5c0af405f64c74706fbea
1. Tea algal leaf spot/tea_algal_leaf_spot_00132.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00175,e1cbec762911f004c82837ee90dac5cc4552fb61ba0cc7cc95dd946537de7312
1. Tea algal leaf spot/tea_algal_leaf_spot_00133.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00176,99452c1d552c14fbe5620b1c811fd2d168fae06b1d80b6088ddbf4caba63b0b5
1. Tea algal leaf spot/tea_algal_leaf_spot_00134.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00177,40e81338a0c4e02f2a071c1ee86f7c20809400f5889138d6b859afdf362a56fd
1. Tea algal leaf spot/tea_algal_leaf_spot_00140.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00181,706417154e5ea57dd007708cade5c6227e6a2870b6d0f78514e6dcb9d833b771
1. Tea algal leaf spot/tea_algal_leaf_spot_00142.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00183,03286a3b7c4b0cebba91fc41208cc67be8b371b3b9ed856c73a9e9b741aa1461
1. Tea algal leaf spot/tea_algal_leaf_spot_00144.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00002,7ae5237a826b664b27bcd208a312475636f677d08ac23376005c66858a5f7042
1. Tea algal leaf spot/tea_algal_leaf_spot_00145.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00002,8556dff98df8a1330568651cbfd544c969454f2b93d31e9bfa8593e80885edd0
1. Tea algal leaf spot/tea_algal_leaf_spot_00146.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00185,e584d6494e0b705234375f4cd9e78a5f7af54cc5767123c57fcb252e9145eab6
1. Tea algal leaf spot/tea_algal_leaf_spot_00147.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00186,e82d884fe275ee5350cb0e549a3b82e7fa058a4e512d813bfccf5a799fa7c98c
1. Tea algal leaf spot/tea_algal_leaf_spot_00148.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00187,574736cc9cbc259449090e7610cf5dd5d25e13f2201f4100ad863f74657348e0
1. Tea algal leaf spot/tea_algal_leaf_spot_00150.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00189,be35e0a9c17792995909daae6f2bc95c32ed45b699462b5e9d36a04e58167d7e
1. Tea algal leaf spot/tea_algal_leaf_spot_00152.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00191,4e29d5ebc7d3074ca1ae05396f9486f62dea26e9a8431248baef8f8a73af07d1
1. Tea algal leaf spot/tea_algal_leaf_spot_00153.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00192,1733cb56e2024917f0ffe4d4ca9d44985c7055d12672321c04e26dd1ba827a1c
1. Tea algal leaf spot/tea_algal_leaf_spot_00154.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00193,55451296b6f94cedcd7aa2c91c51c39cca2a4ef7eba05d68254cc67ad8866e13
1. Tea algal leaf spot/tea_algal_leaf_spot_00155.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00194,8805f7287652b58548aff9f9031a128077e69dc02232458b650c3e2adb49c491
1. Tea algal leaf spot/tea_algal_leaf_spot_00156.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00195,9589b108eedfb5aaa8c2043b734b6ed6c763e0bcf324e697703d41590dd60253
1. Tea algal leaf spot/tea_algal_leaf_spot_00157.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00196,901b138a7bc3390bff55d03149a758137ee68b6ef3decf50f6e91146b863163c
1. Tea algal leaf spot/tea_algal_leaf_spot_00158.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00197,0216c23da0ccfadd670f5e1dccfcf91f2db677d705b3bbad45f5a11a33d9fa84
1. Tea algal leaf spot/tea_algal_leaf_spot_00159.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00198,b7cc01c8282ee05821271ef921becf584db34baafd65030cf017aff37b705449
1. Tea algal leaf spot/tea_algal_leaf_spot_00160.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00199,80933abb256de1909f59ec612122ab2f718a0083c41632e5512d90362930416a
1. Tea algal leaf spot/tea_algal_leaf_spot_00161.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00200,ad47b203b9fdcf99a5151e29819fc4be49cf495723d02f6201649d49663bbceb
1. Tea algal leaf spot/tea_algal_leaf_spot_00163.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00202,a870bf5fa69d3f8efffc885932fea65bf048f092eb59140f2efed1587c4a0fe9
1. Tea algal leaf spot/tea_algal_leaf_spot_00164.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00203,4673c36be1c900033e6176ce6062ecc12dc272f64e53020b6b268bcc0a41e246
1. Tea algal leaf spot/tea_algal_leaf_spot_00165.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00204,ca2b27b948c33d77920f5a890d22b54786825bda69ea528f29c9807b7219b1c4
1. Tea algal leaf spot/tea_algal_leaf_spot_00166.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00205,f6343aac0b8acb4e2aec1166cd05a250e196f0c686c9702afe882efbe8ecfc29
1. Tea algal leaf spot/tea_algal_leaf_spot_00168.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00207,ed4d13426396851312254c10894cf8ab91150c5817e4a0d6736912dc57f7fc87
1. Tea algal leaf spot/tea_algal_leaf_spot_00169.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00208,2bb7de7cd2b69bcc9fa8c07f0ec479c0217e7728fc71d8bf1f6760ef9fc726b9
1. Tea algal leaf spot/tea_algal_leaf_spot_00170.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00209,06c0ae8492a823b5403791edc3ca3ebe2d414d21e33acaf835ca3aecc42389d2
1. Tea algal leaf spot/tea_algal_leaf_spot_00171.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00210,a0d3b2422ae2a44841c33ec7b06a0deb598361b2d6f991fafad3c282492f7f4c
1. Tea algal leaf spot/tea_algal_leaf_spot_00172.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00211,e9a7c7012065316884da4c57dcbf9cb4da62c39d9fb7c133accaea97bca74896
1. Tea algal leaf spot/tea_algal_leaf_spot_00174.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00213,de87a60529ba8bca027a817598e30dca949084d2a7fdf27ba672fe380bf694e4
1. Tea algal leaf spot/tea_algal_leaf_spot_00176.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00215,5e6086bb0e68f3a563245c0be5e3db65837154d0210b61737ebd55b0c7b47540
1. Tea algal leaf spot/tea_algal_leaf_spot_00178.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00217,3228faca9aab65cf5b1d2462e4b70331ed91f2bf7411e14bb5860839ae6708cf
1. Tea algal leaf spot/tea_algal_leaf_spot_00179.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00218,01f5c34925ea9f89559f6da86151e2cff32810e59387073bf31d7d61ad260dcc
1. Tea algal leaf spot/tea_algal_leaf_spot_00180.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00219,3353d754431089eeb00d7d921cb2c865901be8ee47fa5a813982557b2fd22a6e
1. Tea algal leaf spot/tea_algal_leaf_spot_00181.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00220,86aabde5191155b1c4489e3bf2c667caca919be8857412694ac0f64025412a17
1. Tea algal leaf spot/tea_algal_leaf_spot_00183.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00222,9ae59117045d657a39339869e79a0779e30c25ecae971b170831c734b1fa79f1
1. Tea algal leaf spot/tea_algal_leaf_spot_00185.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00224,58ab235f65b87b2c6d0a9efccf0da303dbe1b1714808ed7ca69421993b668924
1. Tea algal leaf spot/tea_algal_leaf_spot_00188.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00227,96cbfa858ac310d7f3fe543fa1b67af711dfd595f44361a3d552010d1a087096
