relative_path,class_folder_raw,normalized_class,group_id,sha256
1. Tea algal leaf spot/tea_algal_leaf_spot_00039.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00082,7628cc99438c0d0d3075c65f99bbc7ede259fa63f29d2a72ae6a735407fd7f4f
1. Tea algal leaf spot/tea_algal_leaf_spot_00042.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00085,e341023290cbaef0a4e681a8dc64162886c5a921b826bc5af4dd23e9baeb3463
1. Tea algal leaf spot/tea_algal_leaf_spot_00043.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00086,d302da8fa91af090ddba8262fb034fbfe0d32f425fe5bea5715002a4f66a5d7b
1. Tea algal leaf spot/tea_algal_leaf_spot_00044.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00087,b6c47db228220a28fbf5c2febb130abd3e48b2318be84fe9286067529f45e6d0
1. Tea algal leaf spot/tea_algal_leaf_spot_00045.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00088,e92a0a46fdb77f69311414439d3e77fcee61556645bd3703d33955de465a397f
1. Tea algal leaf spot/tea_algal_leaf_spot_00046.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00089,eb381f0f3cac53230d7e39f744e31e851c9f57c4441116364d4487c2fd054ca0
1. Tea algal leaf spot/tea_algal_leaf_spot_00047.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00090,659310ad7e412b58e48366c0eafcf1e37ce1dfc4117b8718ba0082b06815d9ff
1. Tea algal leaf spot/tea_algal_leaf_spot_00048.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00091,d643db1ae7f6682543fb9f6a0ccb06f17bb9710b98438c89b3a19abc0ac51f6c
1. Tea algal leaf spot/tea_algal_leaf_spot_00049.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00092,94799e9900e5c4fce2650bab1b01dd9b0187244102a7559ed784e41887fbe1df
1. Tea algal leaf spot/tea_algal_leaf_spot_00051.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00094,ec13527ba92c82ac9450fda23e36ea513a7c3b0f5634716668401bc5ef120dfe
1. Tea algal leaf spot/tea_algal_leaf_spot_00052.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00095,4020038c2416f59b18c241da102be610c11f059be66ee9cffec21e91c9e6aa69
1. Tea algal leaf spot/tea_algal_leaf_spot_00053.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00096,b1744e4f2c8f85d9c276fb4c718072e0a6c3edc5daa3f9ce07bb8329a06c6df3
1. Tea algal leaf spot/tea_algal_leaf_spot_00055.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00098,e52378d404437d6a7179ee967d2de437fd67a32498d4d4eba594f919f535017e
1. Tea algal leaf spot/tea_algal_leaf_spot_00056.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00099,800e9d8b1dd01d43b1ccfec6599176fae821591baaa8072eae8e1a6a98c2f170
1. Tea algal leaf spot/tea_algal_leaf_spot_00058.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00101,cb81221ec3566df4c386c5d1160f9b6bcfa0cc4fec656076a53a63cd58ecd8e6
1. Tea algal leaf spot/tea_algal_leaf_spot_00059.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00102,d07eb295b011aab9877a396ff0578515bae15c91e1afab7764b23e244eb446ec
1. Tea algal leaf spot/tea_algal_leaf_spot_00061.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00104,65a814af7f8d9dd937c62de4385b923a7eee85dddd847bed9dba4e68ff2028fe
1. Tea algal leaf spot/tea_algal_leaf_spot_00062.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00105,f939b519324133834fac1486598453cfd6015670c7b8b7fa440bd8c5aa7b855b
1. Tea algal leaf spot/tea_algal_leaf_spot_00064.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00107,d39823b7231dd12dedd58511421fd4b52f7e387906efcf6f337f0a28822ca139
1. Tea algal leaf spot/tea_algal_leaf_spot_00065.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00108,ae51270e016d6437c85e60c03410ad636eddd379b0796fc66f83828eb16dd51f
1. Tea algal leaf spot/tea_algal_leaf_spot_00066.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00109,46a4152b9a007fcb267c8887b7dfffe69605297cb1cc05d598f135d118d81ef2
1. Tea algal leaf spot/tea_algal_leaf_spot_00067.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00110,d3aeca57348dbce32d74f5cb32a51c520d8ef8df968d259836e415db98d4cc62
1. Tea algal leaf spot/tea_algal_leaf_spot_00069.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00112,79066d8b724804b06fa771dad7945dc24f55f621bf077b3bb70e9a558e517c40
1. Tea algal leaf spot/tea_algal_leaf_spot_00070.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00113,fd8d151598a379c7438b610bb3ced97437e1bd68f193c8ac39b8761c2acd6b2f
1. Tea algal leaf spot/tea_algal_leaf_spot_00071.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00114,a28760cc73d141c82f878857c805b0dccd59edb197b5248e925c54501b7b640e
1. Tea algal leaf spot/tea_algal_leaf_spot_00072.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00115,fd43c1d03e2a860464d9398e778f83e52c0252b65601c452c521fbc7d9038cd5
1. Tea algal leaf spot/tea_algal_leaf_spot_00074.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00117,c47a34e50c719b2f8b5e2f8339f7073b0bb8325eb99ef0236cbb0eb763fc1700
1. Tea algal leaf spot/tea_algal_leaf_spot_00077.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00120,a8b19990b205b92ddf846a727bfc8237112f3d2c4e271d6862e785d93e1914ac
1. Tea algal leaf spot/tea_algal_leaf_spot_00079.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00122,0f08b3c24fbe58a6c8a09efd49047838a7afb045c864951d2c1e862fa7c41f79
1. Tea algal leaf spot/tea_algal_leaf_spot_00081.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00124,cb6a9bfa74b9c032446fa005ba414376405ae00a570e6adaa877223241487ba1
1. Tea algal leaf spot/tea_algal_leaf_spot_00082.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00125,279f01215289b1f9a342e7e3f0ed6e919886fbf73dddd640c1154e1df845a8b8
1. Tea algal leaf spot/tea_algal_leaf_spot_00083.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00126,756ec87de98b0dc33c5b2a96b2d15b0792a181c7c412be9807e4ad7fe4c78a94
1. Tea algal leaf spot/tea_algal_leaf_spot_00084.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00127,1c6ad9e62002d8e4ef6a254edb020a1d293131e0bea45d8b2830937f74968136
1. Tea algal leaf spot/tea_algal_leaf_spot_00088.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00131,b1603eba19c0ba4ada78b6b819104e7de7ed39c5731896215489584b268407f7
1. Tea algal leaf spot/tea_algal_leaf_spot_00089.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00132,85b46876f825f00e9687b18d91c1824b72813f5ca45ce17406772dc8661c2b0a
1. Tea algal leaf spot/tea_algal_leaf_spot_00090.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00133,72d4b8b236b3538d63318eb348fcce0f29e82a29977dada4df67e18d7bb0051e
1. Tea algal leaf spot/tea_algal_leaf_spot_00092.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00135,895f4eb2f6415e8d07391cc4672a0b7ec1a3a362b45629459e6e3a44bf57b8ab
1. Tea algal leaf spot/tea_algal_leaf_spot_00093.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00136,ac7c9f3d87fddf85f751eafb53216b45dfc6a9dce75e83836eab68ef3a6a74b3
1. Tea algal leaf spot/tea_algal_leaf_spot_00094.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00137,4d6402c101b3e1ab1a39f8cb9724c0a35513caafb7c36dd9ec458125ec774905
1. Tea algal leaf spot/tea_algal_leaf_spot_00097.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00140,0552eaf033cd33d6a24080e8b0bb707082c073e2ac35a8005bdbda4979d3d26b
1. Tea algal leaf spot/tea_algal_leaf_spot_00098.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00141,a4ec96a56280ad7a5bfc01924eb5c93e40371ff62d86811ae3b57a92c5bceef8
1. Tea algal leaf spot/tea_algal_leaf_spot_00099.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00142,8931bb51c14cd2b45d4d1f7df93bbb23184d94638bdc95d5988762c949dafe41
1. Tea algal leaf spot/tea_algal_leaf_spot_00100.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00143,451a0f6cd1244b2229bd2118416343abcf818c39b8ca03816da92850bf5dc139
1. Tea algal leaf spot/tea_algal_leaf_spot_00101.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00144,9dca547d9e156e51611cf0dcec5fb9d6873f48b0a74124b6e9b1a17e36e9b2f3
1. Tea algal leaf spot/tea_algal_leaf_spot_00102.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00145,3fb92b394bd24f213c31d6099925ab12ff7ba4f5bfcb6d038e9b28605a63e771
1. Tea algal leaf spot/tea_algal_leaf_spot_00103.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00146,0a5161904649579522fd6bc71c2941eea54ad1cd1d6fdaa4fe3ff41e6512b02f
1. Tea algal leaf spot/tea_algal_leaf_spot_00104.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00147,75182d7062099c4e60e4c2396b9c4de00a9a19141e79963f0399679642db6bee
1. Tea algal leaf spot/tea_algal_leaf_spot_00106.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00149,b70ee9b072b23981c20ceee36a72e6ed749d5e2cb5ab75da94ea0e44e44e6d71
1. Tea algal leaf spot/tea_algal_leaf_spot_00107.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00150,4f12713f09d70290928e4cc6a3568bcf626f65b12bf1b0b64579b620c133cb3d
1. Tea algal leaf spot/tea_algal_leaf_spot_00110.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00153,c857bb3682b00506d4b549251dcadb5a9a614adf76223355ed75c3fef09d1447
1. Tea algal leaf spot/tea_algal_leaf_spot_00111.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00154,6cd970aa3963f23f0ae3c8b30fd63c34cd94abdbd62073a09cfe04cb690173e1
1. Tea algal leaf spot/tea_algal_leaf_spot_00112.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00155,174a6c019ccc5172d4105582ec925ee061032da5de5e7a99d78ff4548092f8a7
1. Tea algal leaf spot/tea_algal_leaf_spot_00113.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00156,de7f1ec496d47edb0c0eef0ebb1b327c46f64a0ec96683589a04bca52cd13466
1. Tea algal leaf spot/tea_algal_leaf_spot_00114.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00157,3c1b472ee4821a8ef064e9d1ea8447975015e5d157f321c6bbc63db58d3b2d40
1. Tea algal leaf spot/tea_algal_leaf_spot_00116.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00159,13ab3f4267d279c56ac227daf917245ce5da09159b8c2cc5c709c5e659487138
1. Tea algal leaf spot/tea_algal_leaf_spot_00117.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00160,5e4f4a02fbd6ae58750ad57bfec97e1ef95c1fdd08dee44f410f5eb4d67d66e2
1. Tea algal leaf spot/tea_algal_leaf_spot_00118.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00161,b3882c223e36431900156ccb825eb8ac6eb0779416e25250f7352670505c3add
1. Tea algal leaf spot/tea_algal_leaf_spot_00120.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00163,312eab3eb726e85a8a23b3f9d73bdc2f2cefa389f03de69efb77ee38dce1afce
1. Tea algal leaf spot/tea_algal_leaf_spot_00123.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00166,9fb3dd268567085345b6a89860bc415dceeb520ba5ea8e2db29af11be242414d
1. Tea algal leaf spot/tea_algal_leaf_spot_00124.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00167,3cdeea45884a3df40f4620898f1acda1fda26f1c44f215af06cc4fc455359797
1. Tea algal leaf spot/tea_algal_leaf_spot_00125.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00168,3a033c1cf1ad17c880aff87f5974a6970fa5c5b0938e9acf07533c6bbb92b656
1. Tea algal leaf spot/tea_algal_leaf_spot_00126.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00169,8b15fc0f61d9eb6672515e4ddc18b34883357636d9a2b67c481828a61e279915
1. Tea algal leaf spot/tea_algal_leaf_spot_00127.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00170,9dd987d3ec083a75a909f1d856cc3db5338f6d3d74c591d09a32c6b9219f0d12
1. Tea algal leaf spot/tea_algal_leaf_spot_00129.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00172,8bfc1b61ec9c37d757357c372f927e27b70b3f26d542fda100b473494da8e63d
1. Tea algal leaf spot/tea_algal_leaf_spot_00130.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00173,910737cb93b1ce631d264ad495144a9288526fefe779d8eb5b8460da12f905c5
1. Tea algal leaf spot/tea_algal_leaf_spot_00133.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00176,99452c1d552c14fbe5620b1c811fd2d168fae06b1d80b6088ddbf4caba63b0b5
1. Tea algal leaf spot/tea_algal_leaf_spot_00134.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00177,40e81338a0c4e02f2a071c1ee86f7c20809400f5889138d6b859afdf362a56fd
1. Tea algal leaf spot/tea_algal_leaf_spot_00135.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00178,7fc13162299fdf291368095aaafd9a9a3d074002b858d843432e7faf8b54e523
1. Tea algal leaf spot/tea_algal_leaf_spot_00136.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00001,81b5e34279050cd3a8442ad226255f697b344f2a09d3bccd71fc67c27091e845
1. Tea algal leaf spot/tea_algal_leaf_spot_00137.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00001,204781ff0e6304f106044322856b7760519ec860e97720811abadec1a86c60e2
1. Tea algal leaf spot/tea_algal_leaf_spot_00138.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00179,33f440bae4f5c5b1f4fc31317750de30680b727fdf817c2bbacc86a766346a12
1. Tea algal leaf spot/tea_algal_leaf_spot_00139.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00180,961208a1c5652836b00cadd64ddae88deab78f9f62561cb2e7db80a21ed6adfe
1. Tea algal leaf spot/tea_algal_leaf_spot_00142.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00183,03286a3b7c4b0cebba91fc41208cc67be8b371b3b9ed856c73a9e9b741aa1461
1. Tea algal leaf spot/tea_algal_leaf_spot_00143.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00184,d7919febf744032a68365eb2c54354d611e9b0211432f7406fe386390cbc1bbe
1. Tea algal leaf spot/tea_algal_leaf_spot_00144.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00002,7ae5237a826b664b27bcd208a312475636f677d08ac23376005c66858a5f7042
1. Tea algal leaf spot/tea_algal_leaf_spot_00145.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00002,8556dff98df8a1330568651cbfd544c969454f2b93d31e9bfa8593e80885edd0
1. Tea algal leaf spot/tea_algal_leaf_spot_00146.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00185,e584d6494e0b705234375f4cd9e78a5f7af54cc5767123c57fcb252e9145eab6
1. Tea algal leaf spot/tea_algal_leaf_spot_00147.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00186,e82d884fe275ee5350cb0e549a3b82e7fa058a4e512d813bfccf5a799fa7c98c
1. Tea algal leaf spot/tea_algal_leaf_spot_00148.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00187,574736cc9cbc259449090e7610cf5dd5d25e13f2201f4100ad863f74657348e0
1. Tea algal leaf spot/tea_algal_leaf_spot_00149.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00188,8842eb57bc9cfd161e8dec47c29677783b2b4c5a826c68814352783d2d16da7a
1. Tea algal leaf spot/tea_algal_leaf_spot_00150.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00189,be35e0a9c17792995909daae6f2bc95c32ed45b699462b5e9d36a04e58167d7e
1. Tea algal leaf spot/tea_algal_leaf_spot_00151.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00190,ac10e10705a5150e19c4283a6ba58c87c14ed33fcd7492a9d065f88ae3b37dd2
1. Tea algal leaf spot/tea_algal_leaf_spot_00152.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00191,4e29d5ebc7d3074ca1ae05396f9486f62dea26e9a8431248baef8f8a73af07d1
1. Tea algal leaf spot/tea_algal_leaf_spot_00153.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00192,1733cb56e2024917f0ffe4d4ca9d44985c7055d12672321c04e26dd1ba827a1c
1. Tea algal leaf spot/tea_algal_leaf_spot_00154.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00193,55451296b6f94cedcd7aa2c91c51c39cca2a4ef7eba05d68254cc67ad8866e13
1. Tea algal leaf spot/tea_algal_leaf_spot_00156.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00195,9589b108eedfb5aaa8c2043b734b6ed6c763e0bcf324e697703d41590dd60253
1. Tea algal leaf spot/tea_algal_leaf_spot_00158.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00197,0216c23da0ccfadd670f5e1dccfcf91f2db677d705b3bbad45f5a11a33d9fa84
1. Tea algal leaf spot/tea_algal_leaf_spot_00159.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00198,b7cc01c8282ee05821271ef921becf584db34baafd65030cf017aff37b705449
1. Tea algal leaf spot/tea_algal_leaf_spot_00165.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00204,ca2b27b948c33d77920f5a890d22b54786825bda69ea528f29c9807b7219b1c4
1. Tea algal leaf spot/tea_algal_leaf_spot_00166.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00205,f6343aac0b8acb4e2aec1166cd05a250e196f0c686c9702afe882efbe8ecfc29
1. Tea algal leaf spot/tea_algal_leaf_spot_00167.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00206,38d940a2dac66d54f308e067a35128a4ca7a7303faba2de16646d510903c0eea
1. Tea algal leaf spot/tea_algal_leaf_spot_00168.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00207,ed4d13426396851312254c10894cf8ab91150c5817e4a0d6736912dc57f7fc87
1. Tea algal leaf spot/tea_algal_leaf_spot_00169.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00208,2bb7de7cd2b69bcc9fa8c07f0ec479c0217e7728fc71d8bf1f6760ef9fc726b9
1. Tea algal leaf spot/tea_algal_leaf_spot_00170.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00209,06c0ae8492a823b5403791edc3ca3ebe2d414d21e33acaf835ca3aecc42389d2
1. Tea algal leaf spot/tea_algal_leaf_spot_00172.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00211,e9a7c7012065316884da4c57dcbf9cb4da62c39d9fb7c133accaea97bca74896
1. Tea algal leaf spot/tea_algal_leaf_spot_00174.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00213,de87a60529ba8bca027a817598e30dca949084d2a7fdf27ba672fe380bf694e4
1. Tea algal leaf spot/tea_algal_leaf_spot_00175.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00214,7e13d148d5461fb7b361d3aa33aec371a1df4113e7ed6948198b7b96c38c2812
1. Tea algal leaf spot/tea_algal_leaf_spot_00177.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00216,1524e1550ad69720c14b0c130b4b73003d8623bf1866d30404b0a1b00ebf671e
1. Tea algal leaf spot/tea_algal_leaf_spot_00178.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00217,3228faca9aab65cf5b1d2462e4b70331ed91f2bf7411e14bb5860839ae6708cf
1. Tea algal leaf spot/tea_algal_leaf_spot_00180.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00219,3353d754431089eeb00d7d921cb2c865901be8ee47fa5a813982557b2fd22a6e
1. Tea algal leaf spot/tea_algal_leaf_spot_00181.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00220,86aabde5191155b1c4489e3bf2c667caca919be8857412694ac0f64025412a17
1. Tea algal leaf spot/tea_algal_leaf_spot_00182.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00221,cdc565aef3c9b35a7c8bd4e6f0fba434385c524e3426d4ee63d9f303889ac99b
1. Tea algal leaf spot/tea_algal_leaf_spot_00184.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,G00223,6b6fb3668b09b4220aec24e3aadbb9973f29b3a5d1d1992afb505db78e4f19f3
