test_index,true,pred,correct,confidence_calibrated,answered,mask_basis,mask_status,leaf_area_fraction,mask_touches_border,flagged,zero_map,cam_mass_on_leaf,concentration_ratio,cam_mass_on_leaf_dilated,concentration_ratio_dilated,peak_on_leaf,peak_on_leaf_dilated
20,1. Tea algal leaf spot,1. Tea algal leaf spot,True,0.9135417832444392,True,lab_distance_from_border_median,ok,0.17044005102040816,False,False,False,0.3915059566497803,2.29703027138206,0.4402402937412262,2.172238861122998,True,True
21,1. Tea algal leaf spot,2. Brown Blight,False,0.5686864762539678,False,lab_distance_from_border_median,ok,0.13699776785714285,False,False,False,0.6338231563568115,4.626521776747072,0.7028446197509766,4.28244464367031,True,True
22,1. Tea algal leaf spot,1. Tea algal leaf spot,True,0.9200253254909749,True,lab_distance_from_border_median,ok,0.18201929209183673,False,False,False,0.6331291198730469,3.478362719670426,0.684157133102417,3.240350038752773,True,True
23,1. Tea algal leaf spot,2. Brown Blight,False,0.5566041662182233,False,lab_distance_from_border_median,ok,0.05568399234693878,False,False,False,0.4017146825790405,7.2141860819921035,0.47197043895721436,6.538263043930753,True,True
24,1. Tea algal leaf spot,1. Tea algal leaf spot,True,0.8104188180857236,True,lab_distance_from_border_median,ok,0.11916055484693877,False,False,False,0.6520503759384155,5.47203205604381,0.7275189161300659,5.05665454159055,True,True
25,1. Tea algal leaf spot,2. Brown Blight,False,0.8208091349304646,True,lab_distance_from_border_median,ok,0.14239875637755103,False,False,False,0.6522101163864136,4.580167221806114,0.7019928097724915,4.182283450860191,True,True
26,1. Tea algal leaf spot,1. Tea algal leaf spot,True,0.9579258059963409,True,lab_distance_from_border_median,ok,0.1952327806122449,False,False,False,0.6304410696029663,3.2291763075131112,0.6865745782852173,3.047285806283862,True,True
27,1. Tea algal leaf spot,1. Tea algal leaf spot,True,0.9961938189879382,True,lab_distance_from_border_median,ok,0.17671795280612246,False,False,False,0.6546671390533447,3.7045876135266296,0.7110674977302551,3.5033899024070383,True,True
28,1. Tea algal leaf spot,1. Tea algal leaf spot,True,0.9345363128193778,True,lab_distance_from_border_median,ok,0.23026945153061223,False,False,False,0.6133396625518799,2.6635737327508333,0.6621483564376831,2.5221252510906544,True,True
29,1. Tea algal leaf spot,1. Tea algal leaf spot,True,0.9208003442102716,True,lab_distance_from_border_median,ok,0.12013711734693877,False,False,False,0.4442637860774994,3.6979727488760137,0.509134829044342,3.461564929827765,False,False
30,1. Tea algal leaf spot,7. Healthy leaf,False,0.5685499357539314,False,lab_distance_from_border_median,ok,0.17321029974489796,False,False,False,0.4537796676158905,2.6198191925319207,0.5210577249526978,2.54721282221615,True,True
31,1. Tea algal leaf spot,1. Tea algal leaf spot,True,0.9986649875145963,True,lab_distance_from_border_median,ok,0.19064891581632654,False,False,False,0.5850954055786133,3.0689679145214823,0.6458054780960083,2.916908422805411,True,True
32,1. Tea algal leaf spot,6. Green mirid bug,False,0.3258256173384158,False,lab_distance_from_border_median,ok,0.11832350127551021,False,False,False,0.7720537185668945,6.524939764664392,0.8188977241516113,5.805992964113502,True,True
33,1. Tea algal leaf spot,5. Red spider,False,0.7915560801441666,True,lab_distance_from_border_median,ok,0.08374521683673469,False,False,False,0.2613775134086609,3.121103786956918,0.32087817788124084,3.12811024934314,False,True
34,1. Tea algal leaf spot,1. Tea algal leaf spot,True,0.23635164256561988,False,lab_distance_from_border_median,ok,0.08974410076530612,False,False,False,0.057560138404369354,0.6413807471857954,0.09404797852039337,0.8545728667582865,False,False
35,1. Tea algal leaf spot,1. Tea algal leaf spot,True,0.9998854626176829,True,lab_distance_from_border_median,ok,0.19698660714285715,False,False,False,0.5728027820587158,2.9078260211026024,0.6327043771743774,2.7882113849553454,True,True
36,1. Tea algal leaf spot,1. Tea algal leaf spot,True,0.5430777588522957,False,lab_distance_from_border_median,ok,0.08884725765306123,False,False,False,0.44135206937789917,4.967537333581308,0.5029991865158081,4.579656538308326,True,True
37,1. Tea algal leaf spot,1. Tea algal leaf spot,True,0.6014019241975538,False,lab_distance_from_border_median,ok,0.16276705994897958,False,False,False,0.42671942710876465,2.6216571537418116,0.4707105755805969,2.4992988190827545,True,True
38,1. Tea algal leaf spot,1. Tea algal leaf spot,True,0.7550518651970172,True,lab_distance_from_border_median,ok,0.18160076530612246,False,False,False,0.43676918745040894,2.405106535284429,0.48911556601524353,2.3209629884982843,True,True
39,1. Tea algal leaf spot,1. Tea algal leaf spot,True,0.9458436727508165,True,lab_distance_from_border_median,ok,0.20252710459183673,False,False,False,0.5065937042236328,2.5013624978473725,0.5663028955459595,2.439877561988156,True,True
40,1. Tea algal leaf spot,1. Tea algal leaf spot,True,0.9898037395862922,True,lab_distance_from_border_median,ok,0.12404336734693877,False,False,False,0.6246201395988464,5.035498091984531,0.6860806941986084,4.662709591237895,True,True
41,1. Tea algal leaf spot,1. Tea algal leaf spot,True,0.9737558696757764,True,lab_distance_from_border_median,ok,0.22751913265306123,False,False,False,0.6271772384643555,2.756591198071785,0.6771352887153625,2.604118973448458,True,True
42,1. Tea algal leaf spot,1. Tea algal leaf spot,True,0.7591566008778191,True,lab_distance_from_border_median,ok,0.13805404974489796,False,False,False,0.6228660941123962,4.511755325275529,0.6744394302368164,4.035858419983602,True,True
43,1. Tea algal leaf spot,1. Tea algal leaf spot,True,0.9935816658283324,True,lab_distance_from_border_median,ok,0.13006218112244897,False,False,False,0.5276541709899902,4.056937738828341,0.5879272222518921,3.849645870248067,True,True
44,1. Tea algal leaf spot,1. Tea algal leaf spot,True,0.9972091442339174,True,lab_distance_from_border_median,ok,0.1760204081632653,False,False,False,0.6939558386802673,3.942473750183548,0.7500840425491333,3.646920244083848,True,True
45,1. Tea algal leaf spot,1. Tea algal leaf spot,True,0.9875677282538408,True,lab_distance_from_border_median,ok,0.14303651147959184,True,True,False,0.450379341840744,3.1487019445731046,0.5438529253005981,2.949455726316776,True,True
46,1. Tea algal leaf spot,1. Tea algal leaf spot,True,0.9515362464273198,True,lab_distance_from_border_median,ok,0.11362005739795919,False,False,False,0.58507239818573,5.149376013219994,0.6476647853851318,4.773388406504755,True,True
47,1. Tea algal leaf spot,1. Tea algal leaf spot,True,0.9060732159400706,True,lab_distance_from_border_median,ok,0.10809948979591837,False,False,False,0.5771855711936951,5.339392186617781,0.6414279937744141,4.967478162621546,True,True
48,1. Tea algal leaf spot,1. Tea algal leaf spot,True,0.6301088470225992,False,lab_distance_from_border_median,ok,0.09937021683673469,False,False,False,0.5980236530303955,6.018137748586668,0.6669052839279175,5.600441761735095,True,True
49,1. Tea algal leaf spot,1. Tea algal leaf spot,True,0.8506717340262568,True,lab_distance_from_border_median,ok,0.12765066964285715,False,False,False,0.5819774866104126,4.559141665599385,0.6442247629165649,4.288222566211403,True,True
50,1. Tea algal leaf spot,1. Tea algal leaf spot,True,0.8984782186316265,True,lab_distance_from_border_median,ok,0.13095902423469388,False,False,False,0.5760276317596436,4.398533320829687,0.6492246389389038,4.173135470586528,True,True
51,1. Tea algal leaf spot,2. Brown Blight,False,0.8110254631893232,True,lab_distance_from_border_median,ok,0.17426658163265307,False,False,False,0.7677137851715088,4.405398774561485,0.8170191645622253,4.048464704826607,True,True
52,1. Tea algal leaf spot,3. Gray Blight,False,0.6048761854605201,False,lab_distance_from_border_median,ok,0.13524394132653061,False,False,False,0.5136063694953918,3.797629412879573,0.5802903771400452,3.6286951599425357,True,True
53,1. Tea algal leaf spot,1. Tea algal leaf spot,True,0.9807543624990676,True,lab_distance_from_border_median,ok,0.1521045918367347,False,False,False,0.6625462174415588,4.35585940858853,0.7239587306976318,4.099927005810877,True,True
54,1. Tea algal leaf spot,1. Tea algal leaf spot,True,0.9956348201085214,True,lab_distance_from_border_median,ok,0.13157684948979592,False,False,False,0.5820648074150085,4.42376306829074,0.6431942582130432,4.1364925788384586,True,True
55,1. Tea algal leaf spot,1. Tea algal leaf spot,True,0.890297211416464,True,lab_distance_from_border_median,ok,0.23692602040816327,False,False,False,0.5932033658027649,2.503749333993904,0.6509520411491394,2.4026901292260714,True,True
56,1. Tea algal leaf spot,4. Helopeltis,False,0.40156531796140543,False,lab_distance_from_border_median,ok,0.08850845025510204,False,False,False,0.3753790855407715,4.241166628257994,0.4461585283279419,4.154101005266805,True,True
57,1. Tea algal leaf spot,3. Gray Blight,False,0.7758724858618923,True,lab_distance_from_border_median,ok,0.08278858418367346,False,False,False,0.4905060827732086,5.924803372467144,0.5567389726638794,5.432698306569975,True,True
58,1. Tea algal leaf spot,1. Tea algal leaf spot,True,0.8948540372290307,True,lab_distance_from_border_median,ok,0.20009566326530612,False,False,False,0.5887330174446106,2.9422577573008746,0.652800440788269,2.867201936011221,True,True
59,1. Tea algal leaf spot,1. Tea algal leaf spot,True,0.9899678963763489,True,lab_distance_from_border_median,ok,0.10339604591836735,False,False,False,0.6010154485702515,5.812750799433489,0.6686902642250061,5.4177624249562255,True,True
60,1. Tea algal leaf spot,1. Tea algal leaf spot,True,0.7517757421060693,True,lab_distance_from_border_median,ok,0.10552853954081633,False,False,False,0.572583794593811,5.425866756853458,0.6429517269134521,5.025821132514313,True,True
61,1. Tea algal leaf spot,1. Tea algal leaf spot,True,0.9824013825360054,True,lab_distance_from_border_median,ok,0.1449298469387755,False,False,False,0.6099687218666077,4.208717077609861,0.673704206943512,3.9694436692810777,True,True
62,1. Tea algal leaf spot,1. Tea algal leaf spot,True,0.9836056898101434,True,lab_distance_from_border_median,ok,0.11672911352040816,False,False,False,0.6652801632881165,5.699350772263024,0.7227891087532043,5.14493776717276,True,True
63,2. Brown Blight,2. Brown Blight,True,0.9805202397454573,True,lab_distance_from_border_median,ok,0.18016581632653061,False,False,False,0.669513463973999,3.716095969951258,0.7319478988647461,3.523236547720405,True,True
64,2. Brown Blight,1. Tea algal leaf spot,False,0.5840133738019601,False,lab_distance_from_border_median,ok,0.09795519770408163,False,False,False,0.2781815230846405,2.8398852700498316,0.3284466564655304,2.7772395407506663,True,True
65,2. Brown Blight,2. Brown Blight,True,0.7206507447215537,True,lab_distance_from_border_median,ok,0.12111367984693877,False,False,False,0.758328914642334,6.261298604754608,0.8145012855529785,5.642470868963999,True,True
66,2. Brown Blight,1. Tea algal leaf spot,False,0.9927376234835427,True,lab_distance_from_border_median,ok,0.20846619897959184,False,False,False,0.7029862403869629,3.372183326735779,0.760055661201477,3.1682772166192,True,True
67,2. Brown Blight,6. Green mirid bug,False,0.7097104518017697,True,lab_distance_from_border_median,ok,0.050701530612244895,False,False,False,0.3909125328063965,7.710073603024274,0.45922690629959106,6.9091961770579555,True,True
68,2. Brown Blight,2. Brown Blight,True,0.7812255406077471,True,lab_distance_from_border_median,ok,0.1204360650510204,True,True,False,0.5358843207359314,4.449533621917276,0.6228541731834412,4.183712315080634,True,True
69,2. Brown Blight,2. Brown Blight,True,0.9962841171776575,True,lab_distance_from_border_median,ok,0.10178172831632654,False,False,False,0.5966941118240356,5.862487518089448,0.675536036491394,5.428522768576584,True,True
70,2. Brown Blight,2. Brown Blight,True,0.7378282197260486,True,lab_distance_from_border_median,ok,0.16051498724489796,True,True,False,0.6089527010917664,3.793743572135643,0.678010106086731,3.4308022471770685,True,True
71,2. Brown Blight,2. Brown Blight,True,0.6577021987545641,False,lab_distance_from_border_median,ok,0.15868144132653061,True,True,False,0.5782588720321655,3.6441493548211428,0.6489490270614624,3.32431509768616,True,True
72,2. Brown Blight,2. Brown Blight,True,0.8530433981156348,True,lab_distance_from_border_median,ok,0.19756457270408162,False,False,False,0.5672512054443359,2.8712192559643905,0.6426160931587219,2.7556537979943623,True,True
73,2. Brown Blight,2. Brown Blight,True,0.8583335513153417,True,lab_distance_from_border_median,ok,0.09717793367346939,True,True,False,0.519692599773407,5.347845751893042,0.5981458425521851,4.86348497745883,True,True
74,2. Brown Blight,3. Gray Blight,False,0.6632357943989804,False,lab_distance_from_border_median,ok,0.057318239795918366,False,False,False,0.5286737680435181,9.223482261944214,0.610030472278595,8.297340465451553,True,True
75,2. Brown Blight,2. Brown Blight,True,0.9979939776646568,True,lab_distance_from_border_median,ok,0.17352917729591838,False,False,False,0.6259233355522156,3.6070207057158568,0.6822391152381897,3.4041398017294555,True,True
76,2. Brown Blight,2. Brown Blight,True,0.733353916456224,True,lab_distance_from_border_median,ok,0.13486527423469388,False,False,False,0.6804282665252686,5.045244377297454,0.7449914216995239,4.555842727019538,True,True
77,2. Brown Blight,2. Brown Blight,True,0.9743151031860029,True,lab_distance_from_border_median,ok,0.27431441326530615,False,False,False,0.6780888438224792,2.471940266465905,0.7305821180343628,2.358469301582203,True,True
78,2. Brown Blight,2. Brown Blight,True,0.5739774240587002,False,lab_distance_from_border_median,ok,0.2787587691326531,False,False,False,0.7689425349235535,2.7584514643829428,0.8183438181877136,2.597331862950643,True,True
79,2. Brown Blight,2. Brown Blight,True,0.992797819227702,True,lab_distance_from_border_median,ok,0.22945232780612246,False,False,False,0.7468329668045044,3.2548502512275523,0.7990744113922119,3.0886956063489426,True,True
80,2. Brown Blight,2. Brown Blight,True,0.9997565895724759,True,lab_distance_from_border_median,ok,0.11258370535714286,False,False,False,0.5166041254997253,4.588622517449853,0.6159361004829407,4.22029356518258,True,True
81,2. Brown Blight,2. Brown Blight,True,0.9989155459078731,True,lab_distance_from_border_median,ok,0.1551139987244898,False,False,False,0.6086515188217163,3.923898060953159,0.6795920133590698,3.6049486058044917,True,True
82,2. Brown Blight,6. Green mirid bug,False,0.8289794386689286,True,lab_distance_from_border_median,ok,0.18183992346938777,False,False,False,0.6355615854263306,3.495170770533928,0.7318230867385864,3.4069359064942764,True,True
83,2. Brown Blight,2. Brown Blight,True,0.9578904349358549,True,lab_distance_from_border_median,ok,0.16697225765306123,False,False,False,0.6935335397720337,4.153585448985624,0.7509036064147949,3.798118886639995,True,True
84,2. Brown Blight,2. Brown Blight,True,0.9142168677142217,True,lab_distance_from_border_median,ok,0.08272879464285714,False,False,False,0.4958512783050537,5.993696396105608,0.5793330669403076,5.43237076561332,True,True
85,2. Brown Blight,2. Brown Blight,True,0.9385171348830047,True,lab_distance_from_border_median,ok,0.2565170599489796,False,False,False,0.6685236692428589,2.6061567576668234,0.731073260307312,2.487949803932426,True,True
86,2. Brown Blight,2. Brown Blight,True,0.8780235960056605,True,lab_distance_from_border_median,ok,0.11371970663265306,False,False,False,0.5488859415054321,4.826656326844824,0.6279701590538025,4.470000099401843,True,True
87,2. Brown Blight,2. Brown Blight,True,0.9679307911183639,True,lab_distance_from_border_median,ok,0.10961415816326531,False,False,False,0.5551522970199585,5.064603937322443,0.6430809497833252,4.624137250835214,True,True
88,2. Brown Blight,2. Brown Blight,True,0.9553079717534794,True,lab_distance_from_border_median,ok,0.06002869897959184,False,False,False,0.3998841345310211,6.661549247751831,0.5040974617004395,6.157155364722797,True,True
89,2. Brown Blight,2. Brown Blight,True,0.9988635581173707,True,lab_distance_from_border_median,ok,0.09044164540816327,False,False,False,0.5018365383148193,5.548732954271568,0.5678274631500244,5.196299615359407,True,True
90,2. Brown Blight,2. Brown Blight,True,0.9940745539656443,True,lab_distance_from_border_median,ok,0.1180843431122449,False,False,False,0.5853256583213806,4.95684392100145,0.6477339267730713,4.660266347829886,True,True
91,2. Brown Blight,2. Brown Blight,True,0.9837218050992216,True,lab_distance_from_border_median,ok,0.13095902423469388,False,False,False,0.5249395370483398,4.008425842480216,0.6018277406692505,3.739141742919801,True,True
92,2. Brown Blight,2. Brown Blight,True,0.8970846027975687,True,lab_distance_from_border_median,ok,0.08129384566326531,False,False,False,0.5370351672172546,6.606098688475845,0.6030302047729492,6.113890392945544,True,True
93,2. Brown Blight,2. Brown Blight,True,0.9952394643753685,True,lab_distance_from_border_median,ok,0.13673867984693877,False,False,False,0.6410548090934753,4.688174624846847,0.699957013130188,4.277316172307917,True,True
94,2. Brown Blight,2. Brown Blight,True,0.6470264571477221,False,lab_distance_from_border_median,ok,0.15246332908163265,False,False,False,0.6505109667778015,4.266671669155944,0.6983909010887146,3.808549272147304,True,True
95,2. Brown Blight,1. Tea algal leaf spot,False,0.6091838713740136,False,lab_distance_from_border_median,ok,0.1843311543367347,False,False,False,0.6376634836196899,3.459336463844909,0.6859844923019409,3.2012609640757246,True,True
96,2. Brown Blight,2. Brown Blight,True,0.8961656399824484,True,lab_distance_from_border_median,ok,0.1204360650510204,False,False,False,0.5967570543289185,4.954969710079069,0.6659649014472961,4.543229761389467,True,True
97,2. Brown Blight,2. Brown Blight,True,0.9479083695412611,True,lab_distance_from_border_median,ok,0.10614636479591837,False,False,False,0.6573882699012756,6.193224526955765,0.7198672890663147,5.591340726964614,True,True
98,2. Brown Blight,2. Brown Blight,True,0.9607056168095733,True,lab_distance_from_border_median,ok,0.07702885841836735,False,False,False,0.6190650463104248,8.036793729281209,0.6896135807037354,7.289246055485702,True,True
99,2. Brown Blight,2. Brown Blight,True,0.511351888060697,False,lab_distance_from_border_median,ok,0.03693000637755102,False,False,False,0.43411630392074585,11.755110450905205,0.5282324552536011,10.81820068359375,True,True
100,2. Brown Blight,5. Red spider,False,0.6319690341222236,False,lab_distance_from_border_median,ok,0.03908242984693878,False,False,False,0.42343154549598694,10.834319850487832,0.5061270594596863,9.854649334671796,True,True
101,2. Brown Blight,2. Brown Blight,True,0.9190572033051203,True,lab_distance_from_border_median,ok,0.10841836734693877,False,False,False,0.6903184056282043,6.3671721177942615,0.7647918462753296,5.88922585615576,True,True
102,2. Brown Blight,1. Tea algal leaf spot,False,0.5360892870017397,False,lab_distance_from_border_median,ok,0.24543606505102042,False,False,False,0.5747321248054504,2.341677555358366,0.63899165391922,2.3116110473720823,True,True
103,2. Brown Blight,2. Brown Blight,True,0.6115607611022504,False,lab_distance_from_border_median,ok,0.05169802295918367,False,False,False,0.5416264533996582,10.476734358435332,0.6376104354858398,9.429042502486737,True,True
104,2. Brown Blight,1. Tea algal leaf spot,False,0.5756033262417531,False,lab_distance_from_border_median,ok,0.1898517219387755,False,False,False,0.6743717193603516,3.552096933720869,0.7277342081069946,3.34017486516434,True,True
105,2. Brown Blight,2. Brown Blight,True,0.9549095466055224,True,lab_distance_from_border_median,ok,0.3266501913265306,False,False,False,0.7633265256881714,2.3368317115881445,0.8104133605957031,2.230203520059782,True,True
106,2. Brown Blight,2. Brown Blight,True,0.8691361355845889,True,lab_distance_from_border_median,ok,0.2987085459183674,False,False,False,0.7368247509002686,2.466701274431003,0.7853847742080688,2.3142745143683383,True,True
107,2. Brown Blight,2. Brown Blight,True,0.8451053976252797,True,lab_distance_from_border_median,ok,0.15178571428571427,False,False,False,0.601064145565033,3.9599520178402177,0.6705492734909058,3.7880522795180913,True,True
108,2. Brown Blight,2. Brown Blight,True,0.8154953411988769,True,lab_distance_from_border_median,ok,0.1892139668367347,False,False,False,0.6246163845062256,3.3011114081508715,0.699275016784668,3.153588283496989,True,True
109,2. Brown Blight,1. Tea algal leaf spot,False,0.9864833801395793,True,lab_distance_from_border_median,ok,0.1376953125,False,False,False,0.6150516271591187,4.466757916389628,0.6774621605873108,4.163177142636731,True,True
110,2. Brown Blight,2. Brown Blight,True,0.6609757874830651,False,lab_distance_from_border_median,ok,0.17898995535714285,False,False,False,0.7103747129440308,3.968796525629628,0.7580132484436035,3.5915082864878425,True,True
111,2. Brown Blight,2. Brown Blight,True,0.8744796331870601,True,lab_distance_from_border_median,ok,0.36244419642857145,True,True,False,0.6711284518241882,1.85167388093756,0.7432184815406799,1.8469481714518923,True,True
112,2. Brown Blight,1. Tea algal leaf spot,False,0.8022826499512291,True,lab_distance_from_border_median,ok,0.2145049426020408,False,False,False,0.45091506838798523,2.102119713038702,0.5123210549354553,2.0752580328119326,True,True
113,2. Brown Blight,3. Gray Blight,False,0.6356050723775667,False,lab_distance_from_border_median,ok,0.12928491709183673,False,False,False,0.5747949481010437,4.445955189751499,0.6383774280548096,4.115008457101506,True,True
114,2. Brown Blight,2. Brown Blight,True,0.7052024314707326,True,lab_distance_from_border_median,ok,0.19094786352040816,False,False,False,0.7259624004364014,3.8018880497126477,0.7816122174263,3.5233289571091575,True,True
115,2. Brown Blight,2. Brown Blight,True,0.8682448423086827,True,lab_distance_from_border_median,ok,0.2803930165816326,False,False,False,0.6926811933517456,2.470393884257388,0.7660884857177734,2.3876797229253373,True,True
116,2. Brown Blight,3. Gray Blight,False,0.5492006494346474,False,lab_distance_from_border_median,ok,0.33864795918367346,False,False,False,0.6912528276443481,2.0412136228744595,0.7508894801139832,1.9393952001955639,True,True
117,2. Brown Blight,3. Gray Blight,False,0.9817360663192982,True,lab_distance_from_border_median,ok,0.13829320790816327,False,False,False,0.6760696172714233,4.8886682686570015,0.7446567416191101,4.538860139392671,True,True
118,2. Brown Blight,3. Gray Blight,False,0.666285911958307,False,lab_distance_from_border_median,ok,0.13897082270408162,False,False,False,0.6202585697174072,4.463228738583196,0.6976661682128906,4.185830163368409,True,True
119,2. Brown Blight,3. Gray Blight,False,0.8493763096584581,True,lab_distance_from_border_median,ok,0.18943319515306123,False,False,False,0.8483754992485046,4.4784943766746945,0.8846607208251953,4.055617754968022,True,True
120,2. Brown Blight,2. Brown Blight,True,0.9203440341415355,True,lab_distance_from_border_median,ok,0.21291055484693877,False,False,False,0.6949015259742737,3.2638190552546247,0.7498549222946167,3.0296095161490206,True,True
121,2. Brown Blight,2. Brown Blight,True,0.601366610114684,False,lab_distance_from_border_median,ok,0.09731744260204081,False,False,False,0.4829614758491516,4.962743193161383,0.5573273301124573,4.6912357181215665,True,True
122,2. Brown Blight,1. Tea algal leaf spot,False,0.8998728533810538,True,lab_distance_from_border_median,ok,0.08286830357142858,False,False,False,0.43126899003982544,5.20426956330887,0.5145318508148193,4.801404155939069,True,True
123,2. Brown Blight,2. Brown Blight,True,0.6316275398895724,False,lab_distance_from_border_median,ok,0.24093191964285715,False,False,False,0.8362307548522949,3.4708176321837,0.8784228563308716,3.2045765042356993,True,True
124,2. Brown Blight,1. Tea algal leaf spot,False,0.9969537247257709,True,lab_distance_from_border_median,ok,0.09520487882653061,False,False,False,0.5237817764282227,5.5016274678799455,0.5982917547225952,5.139511570785985,True,True
125,2. Brown Blight,2. Brown Blight,True,0.41266284371054995,False,lab_distance_from_border_median,ok,0.16454081632653061,False,False,False,0.6297838091850281,3.8275233054345894,0.701720118522644,3.578202100304084,True,True
126,2. Brown Blight,2. Brown Blight,True,0.8759360126606017,True,lab_distance_from_border_median,ok,0.1963687818877551,False,False,False,0.7258924245834351,3.696577519120921,0.7785024642944336,3.4749701671059072,True,True
127,2. Brown Blight,3. Gray Blight,False,0.598718992520289,False,lab_distance_from_border_median,ok,0.17703683035714285,False,False,False,0.6450920104980469,3.6438294178487,0.6984692811965942,3.362732167848811,True,True
128,2. Brown Blight,3. Gray Blight,False,0.6720039697838119,False,lab_distance_from_border_median,ok,0.13819355867346939,False,False,False,0.5742596387863159,4.155473267340956,0.6426960229873657,3.9245364061596764,True,True
129,2. Brown Blight,1. Tea algal leaf spot,False,0.9578320274651696,True,lab_distance_from_border_median,ok,0.1211734693877551,False,False,False,0.5900853872299194,4.869757300929019,0.6537270545959473,4.521214154570124,True,True
